,Column1,Column2,Column3,Column4,Column5
0,Allen,got,sixty,cheap,toys
1,William,kept,nine,large,rings
2,Rachel,sold,fifteen,old,rings
3,Rachel,sold,seven,green,houses
4,William,gives,twelve,red,rings
5,Rachel,sees,nine,pretty,desks
6,Allen,prefers,four,small,sofas
7,Doris,bought,eight,cheap,houses
8,Peter,ordered,nine,heavy,desks
9,Doris,has,sixty,dark,spoons
10,Nina,sold,twelve,old,windows
11,Kathy,ordered,three,dark,desks
12,Allen,prefers,four,small,sofas
13,Steven,sold,twelve,large,toys
14,Rachel,prefers,three,pretty,spoons
15,Steven,bought,twelve,white,chairs
16,William,ordered,nine,dark,windows
17,Allen,prefers,four,small,sofas
18,Doris,has,seven,green,tables
19,Steven,sold,eight,cheap,houses
20,Peter,wants,twelve,large,windows
21,Rachel,bought,fifteen,green,houses
22,Steven,kept,three,old,rings
23,Steven,kept,fifteen,small,sofas
24,Rachel,prefers,fifteen,large,houses
25,Peter,gives,three,small,desks
26,Peter,sold,fifteen,cheap,toys
27,Doris,prefers,three,red,tables
28,William,ordered,four,heavy,windows
29,Lucy,bought,twelve,green,desks
30,Rachel,sees,three,large,spoons
31,Allen,prefers,two,red,tables
32,Peter,bought,nineteen,pretty,rings
33,Nina,has,eight,small,windows
34,Thomas,has,sixty,dark,houses
35,Thomas,prefers,nineteen,white,spoons
36,Doris,got,fifteen,cheap,desks
37,Steven,sold,nine,pretty,windows
38,Doris,has,three,dark,desks
39,Peter,got,sixty,small,chairs
40,Lucy,prefers,four,large,flowers
41,William,ordered,four,heavy,windows
42,Lucy,wants,eight,cheap,tables
43,William,gives,nineteen,small,sofas
44,Steven,got,seven,green,chairs
45,Steven,prefers,two,old,rings
46,William,got,sixty,dark,chairs
47,Peter,has,twelve,old,flowers
48,Thomas,prefers,fifteen,small,houses
49,Peter,prefers,two,heavy,desks
50,Thomas,kept,fifteen,dark,windows
51,Kathy,sold,sixty,cheap,tables
52,Allen,ordered,twelve,heavy,rings
53,Lucy,prefers,four,large,flowers
54,Steven,gives,nine,red,desks
55,Kathy,sold,twelve,green,chairs
56,Doris,wants,eight,old,tables
57,Peter,bought,nineteen,pretty,rings
58,Lucy,sees,eight,pretty,sofas
59,Allen,gives,four,pretty,desks
