,0
0,Nina sold nineteen heavy rings_1.mp4
1,Kathy ordered four white windows_1.mp4
2,Thomas bought three cheap spoons_1.mp4
3,Steven wants two old sofas_1.mp4
4,Nina sees four large tables_1.mp4
5,Allen sees four cheap tables_1.mp4
6,Nina prefers nineteen small houses_1.mp4
7,Kathy wants fifteen dark desks_1.mp4
8,Lucy gives seven green sofas_1.mp4
9,Thomas got two pretty spoons_1.mp4
10,Peter wants nine green spoons_1.mp4
11,Allen ordered fifteen white chairs_1.mp4
12,Thomas got sixty small desks_1.mp4
13,Nina wants nine old toys_1.mp4
14,Rachel kept three pretty houses_1.mp4
15,Thomas ordered seven old desks_1.mp4
16,Lucy wants nine white chairs_1.mp4
17,Thomas ordered three pretty houses_1.mp4
18,Nina prefers four heavy toys_1.mp4
19,Allen has fifteen old sofas_1.mp4
20,Kathy got twelve white windows_1.mp4
21,William kept two small chairs_1.mp4
22,Doris gives three pretty windows_1.mp4
23,Lucy prefers fifteen heavy sofas_1.mp4
24,Peter sees eight large spoons_1.mp4
25,Kathy prefers eight heavy houses_1.mp4
26,Peter sees twelve red chairs_1.mp4
27,Nina bought two large tables_1.mp4
28,Rachel got nine heavy windows_1.mp4
29,Steven wants sixty green flowers_1.mp4
30,Kathy bought four large toys_1.mp4
31,Doris prefers three white rings_1.mp4
32,Rachel ordered two dark tables_1.mp4
33,Steven bought eight large sofas_1.mp4
34,Thomas got seven pretty flowers_1.mp4
35,Peter sold two white flowers_1.mp4
36,Doris sold seven dark windows_1.mp4
37,Peter wants sixty large chairs_1.mp4
38,Kathy bought four dark rings_1.mp4
39,Rachel prefers twelve heavy flowers_1.mp4
40,Allen sees fifteen green windows_1.mp4
41,Peter kept three cheap sofas_1.mp4
42,Rachel kept three pretty houses_1.mp4
43,Allen has nine green sofas_1.mp4
44,William got twelve large desks_1.mp4
45,Peter bought sixty heavy chairs_1.mp4
46,Kathy kept seven heavy flowers_1.mp4
47,Kathy ordered four white windows_1.mp4
