,0
0,match left
1,mismatch left
2,mismatch right
3,match left
4,mismatch right
5,match left
6,mismatch left
7,match left
8,mismatch right
9,match right
10,mismatch right
11,match right
12,mismatch left
13,match left
14,mismatch right
15,mismatch left
16,match left
17,match left
18,mismatch left
19,match right
20,mismatch left
21,match right
22,mismatch right
23,mismatch right
24,mismatch right
25,mismatch left
26,match left
27,match right
28,match right
29,mismatch left
30,mismatch left
31,match left
32,mismatch left
33,match right
34,match right
35,match right
36,match left
37,mismatch right
38,mismatch left
39,match right
40,mismatch right
41,match right
42,match right
43,match left
44,match left
45,mismatch right
46,mismatch right
47,mismatch left
