,0
0,Doris has seven green tables_1.mp4
1,Rachel got sixty pretty flowers_1.mp4
2,Allen kept eight red toys_1.mp4
3,Peter gives twelve small desks_1.mp4
4,Kathy ordered three cheap spoons_1.mp4
5,Rachel sold three red windows_1.mp4
6,Doris ordered twelve old flowers_1.mp4
7,William has sixty white chairs_1.mp4
8,Steven bought nine heavy toys_1.mp4
9,Doris got nine old windows_1.mp4
10,Allen wants eight green toys_1.mp4
11,Peter prefers nineteen dark tables_1.mp4
12,Doris gives two large sofas_1.mp4
13,Lucy sold twelve cheap spoons_1.mp4
14,Kathy bought eight green flowers_1.mp4
15,Rachel prefers three pretty spoons_1.mp4
16,Steven got seven green flowers_1.mp4
17,Rachel kept sixty large desks_1.mp4
18,Peter bought nineteen dark rings_1.mp4
19,Steven ordered seven small houses_1.mp4
20,Kathy gives twelve cheap tables_1.mp4
21,Thomas ordered nine dark flowers_1.mp4
22,Rachel sold seven white tables_1.mp4
23,Allen got sixty cheap toys_1.mp4
24,Rachel got three heavy sofas_1.mp4
25,Peter ordered three red houses_1.mp4
26,Doris has three dark desks_1.mp4
27,William gives nineteen small sofas_1.mp4
28,Thomas prefers eight cheap toys_1.mp4
29,Allen sold seven old spoons_1.mp4
30,Thomas has sixty dark houses_1.mp4
31,Kathy gives nine old chairs_1.mp4
32,Nina has sixty green desks_1.mp4
33,Doris prefers three red tables_1.mp4
34,Peter sold fifteen cheap toys_1.mp4
35,Allen sees twelve large chairs_1.mp4
36,Thomas wants four pretty rings_1.mp4
37,Doris got three old toys_1.mp4
38,Lucy has two white desks_1.mp4
39,Steven sold eight cheap houses_1.mp4
40,William got three pretty desks_1.mp4
41,William gives nineteen small sofas_1.mp4
42,Doris ordered seven red rings_1.mp4
43,Thomas prefers nineteen small toys_1.mp4
44,Lucy sold fifteen cheap spoons_1.mp4
45,Lucy has four old flowers_1.mp4
46,Kathy gives eight large spoons_1.mp4
47,Doris got seven old windows_1.mp4
