,0
0,Steven got fifteen old chairs_1.mp4
1,Peter bought three cheap rings_1.mp4
2,William ordered nine dark windows_1.mp4
3,Kathy gives nineteen red spoons_1.mp4
4,Peter sold fifteen cheap toys_1.mp4
5,Rachel sees three pretty chairs_1.mp4
6,Nina gives sixty small desks_1.mp4
7,Thomas sold fifteen white spoons_1.mp4
8,Allen gives four pretty desks_1.mp4
9,Doris sees fifteen large sofas_1.mp4
10,Peter has nineteen white windows_1.mp4
11,Steven bought four small tables_1.mp4
12,Thomas gives twelve heavy toys_1.mp4
13,Doris got seven cheap desks_1.mp4
14,William got sixty dark chairs_1.mp4
15,Kathy gives eight large spoons_1.mp4
16,Lucy bought twelve green desks_1.mp4
17,Steven prefers seven pretty sofas_1.mp4
18,William ordered nine dark windows_1.mp4
19,Kathy bought sixty red chairs_1.mp4
20,Nina got two heavy tables_1.mp4
21,Peter wants twelve large windows_1.mp4
22,Rachel has nineteen white desks_1.mp4
23,Nina has eight green spoons_1.mp4
24,Steven got twelve pretty windows_1.mp4
25,Steven prefers fifteen red spoons_1.mp4
26,Steven got nine large windows_1.mp4
27,Thomas gives twelve heavy toys_1.mp4
28,William has sixty white chairs_1.mp4
29,Allen prefers two red tables_1.mp4
30,Doris has four old sofas_1.mp4
31,Peter wants seven white spoons_1.mp4
32,Kathy bought sixty red chairs_1.mp4
33,Nina kept four pretty houses_1.mp4
34,Steven wants three cheap desks_1.mp4
35,Thomas sees eight green rings_1.mp4
36,Doris gives two large sofas_1.mp4
37,Allen sees fifteen red tables_1.mp4
38,Thomas sold two old chairs_1.mp4
39,Rachel kept seven small rings_1.mp4
40,Steven bought twelve white chairs_1.mp4
41,Lucy ordered four cheap chairs_1.mp4
42,Doris sold twelve old sofas_1.mp4
43,Rachel kept seven small rings_1.mp4
44,Steven gives nine red desks_1.mp4
45,Peter got seven white windows_1.mp4
46,Thomas wants three cheap spoons_1.mp4
47,Lucy has two small flowers_1.mp4
48,Allen kept twelve white tables_1.mp4
49,Nina sees nineteen green houses_1.mp4
50,Peter sold eight large sofas_1.mp4
51,William sold sixty large desks_1.mp4
52,Rachel wants fifteen red windows_1.mp4
53,William ordered two old desks_1.mp4
54,Kathy bought sixty red chairs_1.mp4
55,Thomas has twelve heavy sofas_1.mp4
56,Rachel kept seven small rings_1.mp4
57,Lucy gives eight small houses_1.mp4
58,Doris ordered seven red rings_1.mp4
59,Lucy got four heavy toys_1.mp4
