,0
0,mismatch left
1,mismatch right
2,match left
3,mismatch left
4,match left
5,mismatch right
6,mismatch right
7,match right
8,mismatch right
9,mismatch left
10,match right
11,match right
12,mismatch right
13,match right
14,match left
15,match left
16,mismatch left
17,match left
18,match left
19,mismatch right
20,mismatch right
21,match left
22,mismatch left
23,match right
24,match right
25,mismatch left
26,match left
27,mismatch right
28,match left
29,mismatch right
30,match right
31,match left
32,mismatch right
33,mismatch right
34,mismatch right
35,mismatch left
36,match left
37,match right
38,mismatch left
39,match right
40,match right
41,mismatch right
42,mismatch right
43,mismatch left
44,match right
45,match left
46,match right
47,mismatch left
48,match left
49,mismatch left
50,match left
51,mismatch left
52,mismatch left
53,mismatch right
54,match right
55,match left
56,mismatch left
57,match right
58,match right
59,mismatch left
