,0
0,Lucy sold fifteen cheap spoons_1.mp4
1,Rachel bought eight dark windows_1.mp4
2,Nina ordered sixty heavy sofas_1.mp4
3,Doris prefers nineteen dark flowers_1.mp4
4,Allen sold four red flowers_1.mp4
5,William kept three small spoons_1.mp4
6,Kathy wants two pretty sofas_1.mp4
7,Nina has sixty green desks_1.mp4
8,Doris has seven green tables_1.mp4
9,Lucy has nineteen white chairs_1.mp4
10,Allen prefers four heavy flowers_1.mp4
11,Thomas got twelve large toys_1.mp4
12,Steven sees eight green sofas_1.mp4
13,Steven sold eight cheap houses_1.mp4
14,Peter gives sixty pretty rings_1.mp4
15,Kathy got three old flowers_1.mp4
16,Nina prefers four red windows_1.mp4
17,Thomas sees seven green houses_1.mp4
18,Doris ordered two cheap sofas_1.mp4
19,Peter got three cheap houses_1.mp4
20,Allen ordered twelve heavy rings_1.mp4
21,Doris has seven green tables_1.mp4
22,Allen got sixty old desks_1.mp4
23,Steven sold twelve large toys_1.mp4
24,Thomas prefers nine cheap spoons_1.mp4
25,Doris ordered three red chairs_1.mp4
26,Kathy sold sixty cheap tables_1.mp4
27,Thomas wants three cheap spoons_1.mp4
28,Nina sees nineteen old chairs_1.mp4
29,Thomas sold two old chairs_1.mp4
30,Allen bought nineteen small chairs_1.mp4
31,Peter ordered fifteen green tables_1.mp4
32,Lucy prefers twelve large sofas_1.mp4
33,Kathy kept three cheap flowers_1.mp4
34,Nina sold two heavy desks_1.mp4
35,Peter kept sixty pretty toys_1.mp4
36,Allen bought nineteen large chairs_1.mp4
37,Kathy prefers seven green rings_1.mp4
38,Doris bought eight cheap houses_1.mp4
39,Thomas ordered two small tables_1.mp4
40,William got sixty dark chairs_1.mp4
41,Kathy kept two dark houses_1.mp4
42,Allen sold seven old spoons_1.mp4
43,Steven prefers three pretty desks_1.mp4
44,Lucy got four heavy toys_1.mp4
45,Kathy sold nineteen old sofas_1.mp4
46,Peter sold four heavy windows_1.mp4
47,Lucy prefers twelve large sofas_1.mp4
48,Rachel bought eight white rings_1.mp4
49,Kathy wants fifteen green tables_1.mp4
50,Peter has fifteen white windows_1.mp4
51,Rachel sold seven old tables_1.mp4
52,Doris sold nine cheap houses_1.mp4
53,Kathy wants fifteen green windows_1.mp4
54,Allen ordered twelve heavy rings_1.mp4
55,Peter ordered sixty white desks_1.mp4
56,William has sixty white chairs_1.mp4
57,Rachel ordered four pretty spoons_1.mp4
58,Lucy got three red desks_1.mp4
59,William prefers three green flowers_1.mp4
