,0
0,match left
1,mismatch right
2,match left
3,match right
4,match left
5,mismatch left
6,mismatch right
7,mismatch left
8,mismatch left
9,match right
10,match left
11,match right
12,mismatch left
13,match left
14,mismatch left
15,match right
16,mismatch right
17,match right
18,mismatch right
19,match right
20,mismatch left
21,match left
22,mismatch left
23,mismatch left
24,match left
25,match left
26,match right
27,mismatch left
28,mismatch right
29,match left
30,mismatch left
31,mismatch right
32,mismatch right
33,mismatch right
34,mismatch left
35,mismatch right
36,match right
37,match left
38,match right
39,match right
40,mismatch right
41,mismatch right
42,match left
43,match right
44,match left
45,match right
46,mismatch left
47,mismatch right
