,0
0,Kathy kept two dark houses_1.mp4
1,Steven prefers two old rings_1.mp4
2,Thomas got sixty cheap desks_1.mp4
3,Thomas prefers nineteen small toys_1.mp4
4,Allen gives seven green flowers_1.mp4
5,Kathy gives three small desks_1.mp4
6,Peter bought sixty pretty desks_1.mp4
7,Steven sees four dark spoons_1.mp4
8,Peter gives three green rings_1.mp4
9,Doris ordered twelve old flowers_1.mp4
10,Nina ordered three heavy windows_1.mp4
11,William has sixty white chairs_1.mp4
12,Thomas got twelve small toys_1.mp4
13,Doris prefers three large desks_1.mp4
14,Allen got sixty old desks_1.mp4
15,Peter got three pretty flowers_1.mp4
16,Peter bought nineteen dark rings_1.mp4
17,Thomas ordered four dark houses_1.mp4
18,Peter wants twelve large windows_1.mp4
19,Doris got four red toys_1.mp4
20,Peter ordered two dark sofas_1.mp4
21,Kathy ordered three dark desks_1.mp4
22,Peter prefers four large rings_1.mp4
23,Thomas prefers nineteen small toys_1.mp4
24,Kathy got sixty pretty desks_1.mp4
25,Doris got seven cheap desks_1.mp4
26,Peter gives sixty pretty rings_1.mp4
27,Peter gives three green rings_1.mp4
28,Rachel prefers two old toys_1.mp4
29,Rachel wants seven large chairs_1.mp4
30,William sold three green desks_1.mp4
31,Doris got four red toys_1.mp4
32,Peter sold two large flowers_1.mp4
33,Lucy gives eight small houses_1.mp4
34,Peter gives fifteen large tables_1.mp4
35,Steven prefers seven pretty sofas_1.mp4
36,Lucy gives eight small houses_1.mp4
37,Rachel has nineteen white desks_1.mp4
38,William ordered four heavy windows_1.mp4
39,Rachel sold seven white tables_1.mp4
40,Peter has two cheap windows_1.mp4
41,Allen has nineteen large spoons_1.mp4
42,Thomas ordered four dark houses_1.mp4
43,William ordered twelve cheap rings_1.mp4
44,Doris got four red toys_1.mp4
45,Kathy bought three small toys_1.mp4
46,Rachel got four heavy spoons_1.mp4
47,Kathy ordered two green desks_1.mp4
