,0
0,Nina prefers four red windows_1.mp4
1,Steven sold fifteen pretty houses_1.mp4
2,Doris kept nineteen cheap spoons_1.mp4
3,Thomas sees eight green rings_1.mp4
4,Peter wants nine large toys_1.mp4
5,Allen prefers four heavy flowers_1.mp4
6,Doris sold twelve old sofas_1.mp4
7,Allen sees four dark toys_1.mp4
8,Kathy ordered two green desks_1.mp4
9,Nina has fifteen white spoons_1.mp4
10,Allen prefers two red tables_1.mp4
11,Doris sees sixty pretty desks_1.mp4
12,Rachel got four heavy spoons_1.mp4
13,William ordered nineteen old toys_1.mp4
14,William ordered nine dark windows_1.mp4
15,Kathy kept two dark houses_1.mp4
16,Allen sold nine heavy tables_1.mp4
17,Peter sees fifteen green chairs_1.mp4
18,Steven sees eight green sofas_1.mp4
19,Peter sold four heavy windows_1.mp4
20,Lucy wants eight cheap tables_1.mp4
21,Nina gives two pretty rings_1.mp4
22,Rachel got sixty pretty flowers_1.mp4
23,Rachel kept seven small rings_1.mp4
24,Peter sold fifteen cheap spoons_1.mp4
25,Peter got twelve large windows_1.mp4
26,Lucy sees eight pretty sofas_1.mp4
27,Kathy ordered two green desks_1.mp4
28,Doris sold nine dark tables_1.mp4
29,Lucy ordered twelve dark houses_1.mp4
30,Peter gives fifteen cheap windows_1.mp4
31,Thomas wants three old flowers_1.mp4
32,Doris sees twelve large desks_1.mp4
33,Thomas got twelve heavy windows_1.mp4
34,William bought four red tables_1.mp4
35,Peter ordered twelve large toys_1.mp4
36,Steven got fifteen old chairs_1.mp4
37,Kathy kept eight heavy desks_1.mp4
38,Lucy has three red desks_1.mp4
39,Lucy got fifteen small flowers_1.mp4
40,Kathy has fifteen heavy desks_1.mp4
41,William kept three small spoons_1.mp4
42,Rachel sold seven white tables_1.mp4
43,Peter sees seven large desks_1.mp4
44,Lucy ordered twelve dark houses_1.mp4
45,Kathy gives nineteen red spoons_1.mp4
46,Peter prefers two heavy desks_1.mp4
47,Kathy got seven large chairs_1.mp4
