,0
0,Peter got three dark tables_1.mp4
1,William bought seven white desks_1.mp4
2,Allen has nine heavy flowers_1.mp4
3,Kathy gives two large toys_1.mp4
4,Lucy wants sixty small sofas_1.mp4
5,Lucy wants sixty small sofas_1.mp4
6,Steven got nine heavy rings_1.mp4
7,Peter wants three cheap houses_1.mp4
8,William prefers sixty pretty flowers_1.mp4
9,Rachel kept eight large chairs_1.mp4
10,Rachel kept eight large chairs_1.mp4
11,Lucy sold fifteen red flowers_1.mp4
12,Thomas wants three small rings_1.mp4
13,Steven bought eight large sofas_1.mp4
14,Peter has seven green tables_1.mp4
15,Peter has seven green tables_1.mp4
16,Lucy prefers three pretty desks_1.mp4
17,Steven has four red toys_1.mp4
18,Steven has four red toys_1.mp4
19,Kathy ordered three dark chairs_1.mp4
20,Thomas got nineteen red sofas_1.mp4
21,Doris prefers nine large desks_1.mp4
22,Rachel sees fifteen old flowers_1.mp4
23,Rachel sees fifteen old flowers_1.mp4
24,Thomas gives three white rings_1.mp4
25,William bought sixty cheap desks_1.mp4
26,Steven has four red toys_1.mp4
27,Kathy wants nineteen old flowers_1.mp4
28,Allen kept seven heavy spoons_1.mp4
29,Allen kept seven heavy spoons_1.mp4
30,Nina prefers nineteen small houses_1.mp4
31,Kathy got sixty red tables_1.mp4
32,Allen bought nine pretty sofas_1.mp4
33,Allen bought nine pretty sofas_1.mp4
34,Allen bought nine pretty sofas_1.mp4
35,William prefers sixty pretty flowers_1.mp4
36,Doris has three red spoons_1.mp4
37,Nina bought nineteen white houses_1.mp4
38,Rachel sees nine green windows_1.mp4
39,Rachel sees nine green windows_1.mp4
40,Allen got nine old sofas_1.mp4
41,Peter bought eight pretty flowers_1.mp4
42,Peter bought eight pretty flowers_1.mp4
43,Thomas got three white flowers_1.mp4
44,Steven wants two old sofas_1.mp4
45,Allen has eight cheap windows_1.mp4
46,William kept sixty heavy rings_1.mp4
47,William kept sixty heavy rings_1.mp4
