,0
0,mismatch right
1,mismatch left
2,mismatch left
3,mismatch left
4,mismatch left
5,mismatch left
6,mismatch right
7,match left
8,mismatch right
9,match right
10,mismatch left
11,match right
12,match right
13,mismatch right
14,match right
15,match left
16,match right
17,match left
18,mismatch right
19,mismatch right
20,mismatch left
21,mismatch left
22,match right
23,mismatch left
24,match left
25,mismatch left
26,match left
27,mismatch right
28,mismatch left
29,match right
30,match left
31,mismatch right
32,match right
33,match left
34,mismatch left
35,mismatch right
36,match left
37,mismatch right
38,match left
39,match right
40,mismatch right
41,match left
42,match right
43,match left
44,match right
45,match left
46,match right
47,mismatch right
