,0
0,Lucy got eight pretty chairs_1.mp4
1,Nina wants two large rings_1.mp4
2,Kathy kept three large toys_1.mp4
3,William got nineteen pretty rings_1.mp4
4,Lucy gives four large toys_1.mp4
5,Kathy bought four dark rings_1.mp4
6,Rachel wants four cheap desks_1.mp4
7,Peter kept nineteen large flowers_1.mp4
8,Allen kept nineteen small rings_1.mp4
9,Thomas gives eight large tables_1.mp4
10,Doris kept four small chairs_1.mp4
11,William ordered seven white houses_1.mp4
12,Peter gives four cheap tables_1.mp4
13,Allen prefers four pretty chairs_1.mp4
14,Rachel gives four green rings_1.mp4
15,Lucy has twelve red spoons_1.mp4
16,Doris wants fifteen pretty houses_1.mp4
17,William bought seven white desks_1.mp4
18,Nina sees nineteen cheap desks_1.mp4
19,Nina sold nineteen heavy rings_1.mp4
20,Peter bought seven cheap flowers_1.mp4
21,Peter bought seven pretty desks_1.mp4
22,Doris got two old tables_1.mp4
23,Peter got twelve large chairs_1.mp4
24,Nina has sixty cheap flowers_1.mp4
25,Steven gives two red toys_1.mp4
26,Peter sees eight cheap toys_1.mp4
27,William got three pretty sofas_1.mp4
28,Thomas prefers fifteen pretty rings_1.mp4
29,Kathy ordered four cheap spoons_1.mp4
30,Rachel prefers four white toys_1.mp4
31,Rachel sees fifteen old flowers_1.mp4
32,William bought sixty cheap desks_1.mp4
33,Peter ordered twelve large flowers_1.mp4
34,Rachel has four small desks_1.mp4
35,William kept two small chairs_1.mp4
36,Doris got seven red houses_1.mp4
37,Steven has three pretty windows_1.mp4
38,Thomas ordered eight green sofas_1.mp4
39,Lucy got twelve pretty toys_1.mp4
40,Allen wants eight old houses_1.mp4
41,Doris ordered fifteen cheap desks_1.mp4
42,Thomas got three white flowers_1.mp4
43,Steven got twelve dark rings_1.mp4
44,Rachel gives four green rings_1.mp4
45,Allen wants seven pretty windows_1.mp4
46,Allen kept seven heavy spoons_1.mp4
47,William got twelve large chairs_1.mp4
