,0
0,Thomas got three dark windows_1.mp4
1,Doris ordered eight cheap rings_1.mp4
2,Rachel got three heavy sofas_1.mp4
3,Lucy has four old flowers_1.mp4
4,Kathy wants fifteen green windows_1.mp4
5,Peter got twelve old desks_1.mp4
6,Doris kept seven large sofas_1.mp4
7,Nina wants three heavy windows_1.mp4
8,William sees sixty cheap chairs_1.mp4
9,William sold three green desks_1.mp4
10,Steven got nine large windows_1.mp4
11,Peter has seven white flowers_1.mp4
12,Kathy sold twelve green chairs_1.mp4
13,William ordered four heavy windows_1.mp4
14,Peter wants two white chairs_1.mp4
15,William gives nineteen small sofas_1.mp4
16,Kathy ordered fifteen cheap toys_1.mp4
17,Doris sees twelve large desks_1.mp4
18,Rachel sold three red windows_1.mp4
19,Lucy ordered twelve dark houses_1.mp4
20,Kathy sees four old toys_1.mp4
21,Peter bought three cheap rings_1.mp4
22,Rachel sold seven old tables_1.mp4
23,Doris sees fifteen large sofas_1.mp4
24,Allen prefers two heavy desks_1.mp4
25,Nina sees nineteen old chairs_1.mp4
26,Kathy wants fifteen green windows_1.mp4
27,Steven bought four small tables_1.mp4
28,Steven kept nine small spoons_1.mp4
29,Steven bought four small tables_1.mp4
30,William gives nine green houses_1.mp4
31,Peter has nineteen red spoons_1.mp4
32,Thomas gives twelve heavy toys_1.mp4
33,Steven kept three old rings_1.mp4
34,Kathy sold sixty cheap tables_1.mp4
35,Lucy has two white desks_1.mp4
36,Peter kept two red desks_1.mp4
37,Allen sees twelve large chairs_1.mp4
38,Nina has fifteen white spoons_1.mp4
39,Nina got twelve white toys_1.mp4
40,Kathy wants sixty old toys_1.mp4
41,Kathy got nine dark desks_1.mp4
42,Rachel kept nine dark desks_1.mp4
43,Peter gives twelve small desks_1.mp4
44,Doris has sixty dark spoons_1.mp4
45,Kathy got seven large chairs_1.mp4
46,Peter ordered two dark tables_1.mp4
47,Nina prefers four red windows_1.mp4
