,0
0,Nina prefers twelve large houses_1.mp4
1,Allen kept nine white desks_1.mp4
2,Steven sees seven pretty chairs_1.mp4
3,William gives nineteen dark toys_1.mp4
4,Steven sees seven pretty chairs_1.mp4
5,Lucy gives nineteen pretty houses_1.mp4
6,Kathy prefers four small rings_1.mp4
7,Thomas bought nine dark toys_1.mp4
8,Rachel sees nine green windows_1.mp4
9,Steven bought twelve cheap desks_1.mp4
10,Doris got two large desks_1.mp4
11,Thomas bought nine dark toys_1.mp4
12,Allen prefers three red sofas_1.mp4
13,Lucy gives nineteen pretty houses_1.mp4
14,Allen prefers fifteen white toys_1.mp4
15,Allen prefers four pretty chairs_1.mp4
16,Peter has sixty heavy houses_1.mp4
17,Steven got nine old flowers_1.mp4
18,Allen got four green desks_1.mp4
19,Kathy prefers eight red spoons_1.mp4
20,Thomas got sixty small desks_1.mp4
21,Allen has nine heavy flowers_1.mp4
22,William kept nineteen white windows_1.mp4
23,Allen has four green spoons_1.mp4
24,William got twelve large spoons_1.mp4
25,Allen prefers fifteen white toys_1.mp4
26,Peter sees three large rings_1.mp4
27,Steven prefers eight red chairs_1.mp4
28,Peter got eight large tables_1.mp4
29,Lucy ordered seven large desks_1.mp4
30,Thomas got three white flowers_1.mp4
31,Nina wants eight large toys_1.mp4
32,William wants nine dark chairs_1.mp4
33,Nina prefers nineteen small houses_1.mp4
34,Peter sees eight large spoons_1.mp4
35,Doris got fifteen red flowers_1.mp4
36,Rachel prefers twelve old spoons_1.mp4
37,Peter sees three large rings_1.mp4
38,William got twelve heavy tables_1.mp4
39,Allen gives seven cheap chairs_1.mp4
40,Lucy sold nineteen small houses_1.mp4
41,Thomas ordered eight green sofas_1.mp4
42,Thomas sold nine cheap tables_1.mp4
43,Allen kept nineteen heavy toys_1.mp4
44,Steven wants two old sofas_1.mp4
45,Thomas sold nine cheap tables_1.mp4
46,Rachel ordered fifteen green rings_1.mp4
47,William sees three white houses_1.mp4
