,0
0,match left
1,mismatch left
2,mismatch left
3,mismatch right
4,match left
5,mismatch left
6,mismatch right
7,match left
8,match right
9,match left
10,mismatch right
11,mismatch right
12,mismatch right
13,match left
14,match left
15,match left
16,match left
17,mismatch left
18,match right
19,mismatch left
20,match right
21,mismatch left
22,mismatch right
23,match left
24,match right
25,match right
26,match left
27,mismatch right
28,match right
29,match right
30,match right
31,mismatch right
32,mismatch right
33,mismatch left
34,mismatch right
35,mismatch left
36,match right
37,mismatch left
38,mismatch right
39,match left
40,mismatch left
41,match right
42,mismatch left
43,match left
44,mismatch right
45,mismatch left
46,match right
47,match right
