,0
0,mismatch left
1,mismatch right
2,match right
3,mismatch right
4,mismatch right
5,match left
6,match left
7,mismatch right
8,match left
9,match left
10,mismatch left
11,match left
12,mismatch right
13,mismatch right
14,match right
15,match right
16,match left
17,mismatch left
18,match left
19,match right
20,mismatch left
21,mismatch left
22,mismatch right
23,match right
24,mismatch left
25,match left
26,match right
27,match right
28,mismatch right
29,match right
30,match right
31,mismatch right
32,match right
33,mismatch left
34,match right
35,mismatch left
36,match right
37,mismatch left
38,match left
39,match left
40,mismatch right
41,mismatch right
42,match left
43,match left
44,mismatch left
45,mismatch left
46,mismatch right
47,mismatch left
