,0
0,Nina ordered sixty heavy sofas_1.mp4
1,Peter has seven pretty desks_1.mp4
2,William bought four red tables_1.mp4
3,Steven sold fifteen pretty houses_1.mp4
4,Doris ordered twelve old flowers_1.mp4
5,Steven got fifteen old chairs_1.mp4
6,Doris kept seven large sofas_1.mp4
7,Rachel got nineteen white spoons_1.mp4
8,Kathy bought eight green flowers_1.mp4
9,Thomas has sixty dark houses_1.mp4
10,Thomas prefers nine white tables_1.mp4
11,Doris kept nineteen cheap spoons_1.mp4
12,Thomas wants seven green toys_1.mp4
13,Lucy got three red desks_1.mp4
14,Kathy has eight red flowers_1.mp4
15,William has sixty white chairs_1.mp4
16,Kathy kept two dark houses_1.mp4
17,Lucy got fifteen small flowers_1.mp4
18,Nina ordered nine heavy tables_1.mp4
19,William bought two heavy windows_1.mp4
20,Thomas gives three small houses_1.mp4
21,Allen sees nine large chairs_1.mp4
22,Peter got eight white windows_1.mp4
23,Nina got two heavy tables_1.mp4
24,Peter ordered two dark sofas_1.mp4
25,Lucy got three green spoons_1.mp4
26,Steven wants fifteen heavy tables_1.mp4
27,Peter bought three cheap rings_1.mp4
28,Kathy gives nine old chairs_1.mp4
29,Allen sees fifteen red tables_1.mp4
30,Peter has three large desks_1.mp4
31,Rachel bought two large desks_1.mp4
32,Rachel got three green houses_1.mp4
33,Nina ordered nine heavy tables_1.mp4
34,Doris sold sixty green spoons_1.mp4
35,Lucy has nineteen dark desks_1.mp4
36,Steven gives fifteen white toys_1.mp4
37,Doris has four old sofas_1.mp4
38,Peter prefers nineteen dark tables_1.mp4
39,Allen ordered twelve large desks_1.mp4
40,Rachel got eight small spoons_1.mp4
41,Nina gives two pretty rings_1.mp4
42,Doris kept twelve small houses_1.mp4
43,Kathy wants fifteen green windows_1.mp4
44,Doris wants eight old tables_1.mp4
45,Kathy ordered three cheap spoons_1.mp4
46,Allen prefers two red tables_1.mp4
47,Peter ordered nine old windows_1.mp4
