,0
0,Peter got two cheap houses_1.mp4
1,Nina kept four pretty houses_1.mp4
2,Nina prefers four red windows_1.mp4
3,William ordered sixty cheap toys_1.mp4
4,Rachel kept seven small rings_1.mp4
5,Allen bought nineteen large chairs_1.mp4
6,Allen sees nine large chairs_1.mp4
7,Peter gives fifteen large desks_1.mp4
8,Nina kept twelve pretty tables_1.mp4
9,Thomas sees eight green rings_1.mp4
10,Allen wants two white flowers_1.mp4
11,Steven prefers three pretty desks_1.mp4
12,Nina has sixty green desks_1.mp4
13,Peter got four pretty houses_1.mp4
14,Thomas sees eight old toys_1.mp4
15,Doris has sixty dark spoons_1.mp4
16,Steven ordered fifteen white spoons_1.mp4
17,Lucy has seven green toys_1.mp4
18,Thomas sold two old chairs_1.mp4
19,William bought four red tables_1.mp4
20,Peter got three pretty flowers_1.mp4
21,Allen sees nine large chairs_1.mp4
22,Thomas got twelve dark houses_1.mp4
23,Thomas wants four pretty rings_1.mp4
24,Nina got twelve white toys_1.mp4
25,Kathy got three old flowers_1.mp4
26,Nina kept four large tables_1.mp4
27,Kathy wants fifteen cheap desks_1.mp4
28,Lucy has two small flowers_1.mp4
29,Peter gives three green rings_1.mp4
30,Lucy got three green spoons_1.mp4
31,Thomas gives sixty green tables_1.mp4
32,Allen prefers two red tables_1.mp4
33,Kathy bought fifteen large toys_1.mp4
34,Doris ordered eight cheap rings_1.mp4
35,Lucy wants twelve white tables_1.mp4
36,Thomas prefers nine white tables_1.mp4
37,Kathy bought three small toys_1.mp4
38,William sees eight large flowers_1.mp4
39,Peter prefers two heavy desks_1.mp4
40,Rachel kept eight large sofas_1.mp4
41,Peter has fifteen green rings_1.mp4
42,Peter wants nineteen red windows_1.mp4
43,Thomas got nineteen heavy desks_1.mp4
44,Rachel sold three red windows_1.mp4
45,Peter gives sixty pretty rings_1.mp4
46,Nina wants nine cheap flowers_1.mp4
47,Peter ordered three red houses_1.mp4
48,Kathy bought eight green flowers_1.mp4
49,Peter bought sixty pretty desks_1.mp4
50,Peter got seven white tables_1.mp4
51,Doris wants twelve cheap toys_1.mp4
52,Nina sold fifteen old flowers_1.mp4
53,Steven sees eight green sofas_1.mp4
54,Nina has sixty green desks_1.mp4
55,Rachel gives fifteen small desks_1.mp4
56,Thomas wants three old flowers_1.mp4
57,William has sixty white chairs_1.mp4
58,Rachel kept nine dark desks_1.mp4
59,Nina sees nineteen green houses_1.mp4
