,Column1,Column2,Column3,Column4,Column5
0,Peter,got,two,cheap,houses
1,Peter,bought,nineteen,dark,rings
2,Nina,prefers,four,red,windows
3,William,ordered,sixty,cheap,toys
4,Thomas,got,nine,pretty,sofas
5,Allen,bought,nineteen,large,chairs
6,Allen,wants,nineteen,white,desks
7,Peter,gives,fifteen,large,desks
8,Nina,kept,twelve,pretty,tables
9,William,ordered,nine,dark,windows
10,Kathy,got,sixty,pretty,desks
11,Steven,prefers,three,pretty,desks
12,Nina,has,sixty,green,desks
13,Peter,got,four,pretty,houses
14,William,bought,two,heavy,windows
15,Doris,has,sixty,dark,spoons
16,Allen,sees,three,small,rings
17,Kathy,got,sixty,pretty,desks
18,Thomas,sold,two,old,chairs
19,William,bought,four,red,tables
20,Peter,got,three,pretty,flowers
21,Allen,sees,nine,large,chairs
22,Thomas,got,twelve,dark,houses
23,Thomas,wants,four,pretty,rings
24,Nina,got,twelve,white,toys
25,William,has,nine,small,flowers
26,Steven,sees,eight,green,sofas
27,Peter,ordered,twelve,red,windows
28,Allen,sold,seven,old,spoons
29,Peter,gives,three,green,rings
30,Allen,prefers,four,heavy,flowers
31,Thomas,gives,sixty,green,tables
32,Peter,got,nineteen,heavy,windows
33,William,kept,three,green,desks
34,Doris,ordered,eight,cheap,rings
35,Peter,ordered,fifteen,green,tables
36,Allen,kept,seven,red,houses
37,Doris,got,fifteen,cheap,desks
38,William,sees,eight,large,flowers
39,Peter,prefers,two,heavy,desks
40,Allen,got,sixty,cheap,toys
41,Peter,has,fifteen,green,rings
42,Steven,ordered,seven,small,chairs
43,Thomas,got,nineteen,heavy,desks
44,Steven,bought,fifteen,large,spoons
45,Peter,gives,sixty,pretty,rings
46,Doris,kept,twelve,small,houses
47,Allen,sees,four,dark,toys
48,Kathy,bought,eight,green,flowers
49,Peter,bought,sixty,pretty,desks
50,Kathy,kept,eight,heavy,desks
51,William,prefers,three,small,houses
52,Thomas,has,four,pretty,rings
53,Steven,sees,nineteen,dark,sofas
54,Nina,has,sixty,green,desks
55,Rachel,gives,fifteen,small,desks
56,Thomas,wants,three,old,flowers
57,Peter,bought,four,large,windows
58,Rachel,kept,nine,dark,desks
59,Allen,prefers,two,red,tables
