,0
0,Steven kept three green chairs_1.mp4
1,Peter bought nineteen dark rings_1.mp4
2,Peter wants three green spoons_1.mp4
3,Lucy has two white desks_1.mp4
4,Thomas got nine pretty sofas_1.mp4
5,Steven sold nine pretty windows_1.mp4
6,Allen wants nineteen white desks_1.mp4
7,Doris has four old sofas_1.mp4
8,Kathy bought three red toys_1.mp4
9,William ordered nine dark windows_1.mp4
10,Kathy got sixty pretty desks_1.mp4
11,Allen bought seven pretty tables_1.mp4
12,Lucy wants three cheap flowers_1.mp4
13,Rachel sold seven white tables_1.mp4
14,William bought two heavy windows_1.mp4
15,Steven prefers fifteen red spoons_1.mp4
16,Allen sees three small rings_1.mp4
17,Kathy got sixty pretty desks_1.mp4
18,Rachel has nineteen white desks_1.mp4
19,Rachel kept eight large sofas_1.mp4
20,Nina wants nine cheap flowers_1.mp4
21,Peter has fifteen green rings_1.mp4
22,Nina wants three heavy flowers_1.mp4
23,Kathy ordered eight old sofas_1.mp4
24,Kathy ordered two green desks_1.mp4
25,William has nine small flowers_1.mp4
26,Steven sees eight green sofas_1.mp4
27,Peter ordered twelve red windows_1.mp4
28,Allen sold seven old spoons_1.mp4
29,William gives nineteen dark rings_1.mp4
30,Allen prefers four heavy flowers_1.mp4
31,Doris sees twelve large desks_1.mp4
32,Peter got nineteen heavy windows_1.mp4
33,William kept three green desks_1.mp4
34,Kathy gives seven old desks_1.mp4
35,Peter ordered fifteen green tables_1.mp4
36,Allen kept seven red houses_1.mp4
37,Doris got fifteen cheap desks_1.mp4
38,Doris prefers three red tables_1.mp4
39,Nina ordered sixty heavy sofas_1.mp4
40,Allen got sixty cheap toys_1.mp4
41,Nina prefers three red spoons_1.mp4
42,Steven ordered seven small chairs_1.mp4
43,William has seven white tables_1.mp4
44,Steven bought fifteen large spoons_1.mp4
45,Kathy ordered eight old sofas_1.mp4
46,Doris kept twelve small houses_1.mp4
47,Allen sees four dark toys_1.mp4
48,William prefers two small desks_1.mp4
49,Nina has fifteen white spoons_1.mp4
50,Kathy kept eight heavy desks_1.mp4
51,William prefers three small houses_1.mp4
52,Thomas has four pretty rings_1.mp4
53,Steven sees nineteen dark sofas_1.mp4
54,Allen gives fifteen cheap flowers_1.mp4
55,Thomas sold two old chairs_1.mp4
56,Kathy ordered fifteen cheap toys_1.mp4
57,Peter bought four large windows_1.mp4
58,Doris got eight heavy spoons_1.mp4
59,Allen prefers two red tables_1.mp4
