,0
0,Rachel sees seven heavy chairs_1.mp4
1,Steven has nineteen white windows_1.mp4
2,Allen sold three old sofas_1.mp4
3,Kathy bought sixty large houses_1.mp4
4,Peter wants seven heavy toys_1.mp4
5,Allen sees three red toys_1.mp4
6,Kathy got seven dark spoons_1.mp4
7,Thomas ordered eight green sofas_1.mp4
8,Lucy got three dark spoons_1.mp4
9,Thomas sees nineteen cheap houses_1.mp4
10,Nina has twelve large desks_1.mp4
11,Lucy gives fifteen green flowers_1.mp4
12,William kept sixty heavy rings_1.mp4
13,Rachel sold twelve large spoons_1.mp4
14,Kathy wants fifteen dark desks_1.mp4
15,Kathy gives three dark flowers_1.mp4
16,Steven sees seven small windows_1.mp4
17,Thomas wants three old sofas_1.mp4
18,Lucy gives fifteen green flowers_1.mp4
19,Allen prefers four pretty chairs_1.mp4
20,Peter got three cheap rings_1.mp4
21,Kathy wants two old windows_1.mp4
22,Rachel bought sixty red spoons_1.mp4
23,Nina sold nineteen heavy rings_1.mp4
24,Peter got nineteen green desks_1.mp4
25,Kathy kept three large toys_1.mp4
26,William sees nineteen white flowers_1.mp4
27,Nina ordered fifteen red rings_1.mp4
28,Rachel sold three pretty rings_1.mp4
29,Doris sees two heavy sofas_1.mp4
30,Thomas got nine large rings_1.mp4
31,Steven prefers eight red chairs_1.mp4
32,Kathy sold fifteen dark spoons_1.mp4
33,Peter wants seven heavy toys_1.mp4
34,Kathy kept twelve old chairs_1.mp4
35,Rachel sold seven green desks_1.mp4
36,Thomas ordered three pretty houses_1.mp4
37,Allen has eight cheap windows_1.mp4
38,Nina bought nineteen white houses_1.mp4
39,Peter bought eight pretty flowers_1.mp4
40,Allen sees three large desks_1.mp4
41,Nina got twelve old windows_1.mp4
42,Kathy got two white rings_1.mp4
43,Steven has eight pretty toys_1.mp4
44,Kathy got twelve white windows_1.mp4
45,Thomas bought three cheap spoons_1.mp4
46,Lucy wants two red sofas_1.mp4
47,Doris has sixty old chairs_1.mp4
