,0
0,mismatch left
1,mismatch right
2,match right
3,mismatch right
4,match left
5,match left
6,mismatch right
7,mismatch left
8,match right
9,mismatch left
10,match right
11,match right
12,match left
13,mismatch right
14,match right
15,mismatch right
16,mismatch left
17,match left
18,match right
19,match left
20,match right
21,mismatch right
22,match right
23,mismatch right
24,mismatch left
25,mismatch left
26,mismatch left
27,match left
28,match left
29,match left
30,match right
31,mismatch left
32,match left
33,mismatch right
34,match right
35,mismatch left
36,mismatch left
37,match left
38,match left
39,match right
40,mismatch right
41,mismatch left
42,mismatch right
43,mismatch right
44,match left
45,mismatch left
46,match right
47,mismatch right
