,0,1,2,3,4
0,Rachel,prefers,two,old,toys
1,Lucy,sold,nine,large,spoons
2,Peter,bought,eight,green,rings
3,Allen,gives,four,pretty,desks
4,Steven,sold,nine,pretty,windows
5,Peter,gives,sixty,pretty,rings
6,Lucy,has,two,white,desks
7,Rachel,got,three,large,chairs
8,Steven,gives,three,red,chairs
9,Peter,got,nineteen,dark,tables
10,Lucy,got,fifteen,cheap,chairs
11,Nina,kept,four,pretty,houses
12,Peter,gives,twelve,small,desks
13,Doris,got,eight,heavy,spoons
14,Nina,has,sixty,green,desks
15,Lucy,gives,fifteen,white,sofas
16,Allen,wants,three,pretty,chairs
17,Thomas,sees,twelve,small,toys
18,Allen,kept,twelve,white,tables
19,William,got,three,small,spoons
20,Thomas,got,twelve,small,toys
21,Kathy,kept,eight,heavy,desks
22,Allen,bought,seven,old,tables
23,Peter,got,two,cheap,houses
24,Kathy,got,nineteen,green,sofas
25,Steven,wants,fifteen,heavy,tables
26,Peter,sees,three,red,flowers
27,Allen,bought,seven,pretty,tables
28,William,ordered,sixty,cheap,toys
29,Steven,ordered,two,dark,spoons
30,Rachel,has,twelve,old,tables
31,Nina,kept,four,pretty,houses
32,William,sees,sixty,cheap,chairs
33,Allen,sold,seven,old,spoons
34,Thomas,got,three,red,windows
35,Doris,sees,sixty,pretty,desks
36,Kathy,kept,three,cheap,flowers
37,Kathy,bought,three,red,desks
38,Peter,has,twelve,large,toys
39,Thomas,gives,sixty,green,tables
40,Peter,ordered,four,red,toys
41,Doris,sold,nine,cheap,houses
42,Steven,sees,nineteen,dark,sofas
43,Rachel,bought,sixty,pretty,chairs
44,Rachel,bought,two,large,desks
45,Peter,got,seven,large,flowers
46,Doris,bought,eight,cheap,rings
47,Nina,wants,two,small,chairs
48,Thomas,gives,three,white,windows
49,Allen,ordered,seven,white,tables
50,William,has,sixty,white,chairs
51,Lucy,got,four,red,toys
52,Doris,got,four,red,toys
53,Rachel,sold,fifteen,old,rings
54,Nina,kept,four,pretty,houses
55,Peter,has,two,cheap,windows
56,Rachel,sold,seven,white,tables
57,William,prefers,two,small,desks
58,William,sees,sixty,cheap,flowers
59,Peter,sold,nineteen,pretty,rings
