,Column1,Column2,Column3,Column4,Column5
0,Steven,got,three,small,tables
1,Rachel,bought,sixty,red,spoons
2,Lucy,ordered,twelve,dark,houses
3,Doris,sees,fifteen,large,sofas
4,Peter,gives,two,old,flowers
5,Kathy,got,nine,old,desks
6,Kathy,got,nine,old,desks
7,Thomas,wants,seven,green,toys
8,Kathy,ordered,four,cheap,spoons
9,Lucy,gives,eight,small,houses
10,Thomas,wants,eight,large,spoons
11,William,sees,three,white,toys
12,Allen,prefers,nine,dark,chairs
13,Peter,gives,fifteen,cheap,windows
14,Peter,bought,nineteen,dark,rings
15,Lucy,got,eight,red,flowers
16,Rachel,sold,twelve,large,spoons
17,Rachel,kept,nine,dark,desks
18,Peter,gives,fifteen,large,tables
19,Doris,bought,four,small,houses
20,Allen,got,four,green,desks
21,Peter,has,twelve,old,flowers
22,Rachel,sold,seven,white,tables
23,Nina,prefers,nineteen,small,houses
24,Nina,prefers,nineteen,small,houses
25,Steven,has,eight,pretty,toys
26,William,prefers,two,small,desks
27,Thomas,got,nineteen,cheap,spoons
28,Doris,sold,nine,dark,tables
29,Lucy,gives,seven,green,sofas
30,William,got,nineteen,pretty,rings
31,Doris,sold,sixty,green,spoons
32,Peter,gives,fifteen,dark,windows
33,Rachel,prefers,four,white,toys
34,Nina,wants,three,heavy,flowers
35,Nina,ordered,nine,white,houses
36,Kathy,prefers,seven,green,rings
37,Doris,got,eight,heavy,spoons
38,Thomas,has,two,pretty,flowers
39,Rachel,wants,fifteen,old,windows
40,Peter,prefers,eight,cheap,chairs
41,Steven,has,eight,pretty,toys
42,Steven,has,eight,pretty,toys
43,Peter,gives,twelve,old,toys
44,Lucy,prefers,fifteen,heavy,sofas
45,Rachel,sold,seven,cheap,toys
46,Nina,wants,eight,pretty,rings
47,Doris,has,sixty,old,chairs
