,0
0,Steven got three small tables_1.mp4
1,Thomas prefers eight cheap toys_1.mp4
2,Lucy ordered twelve dark houses_1.mp4
3,Doris sees fifteen large sofas_1.mp4
4,Doris has three dark desks_1.mp4
5,Thomas prefers eight cheap toys_1.mp4
6,Peter bought nineteen pretty rings_1.mp4
7,Thomas wants seven green toys_1.mp4
8,Rachel got sixty pretty flowers_1.mp4
9,Lucy gives eight small houses_1.mp4
10,Kathy got sixty pretty desks_1.mp4
11,Rachel sold seven green houses_1.mp4
12,Lucy has four old flowers_1.mp4
13,Peter gives fifteen cheap windows_1.mp4
14,Peter bought nineteen dark rings_1.mp4
15,Lucy got eight red flowers_1.mp4
16,Doris sees three old desks_1.mp4
17,Rachel kept nine dark desks_1.mp4
18,Peter gives fifteen large tables_1.mp4
19,Kathy ordered eight old sofas_1.mp4
20,Doris sees fifteen large sofas_1.mp4
21,Peter has twelve old flowers_1.mp4
22,Rachel sold seven white tables_1.mp4
23,Lucy gives eight cheap toys_1.mp4
24,Nina sees nineteen old chairs_1.mp4
25,Kathy bought sixty red chairs_1.mp4
26,William prefers two small desks_1.mp4
27,Nina wants three heavy flowers_1.mp4
28,Doris sold nine dark tables_1.mp4
29,Peter has nineteen large desks_1.mp4
30,Lucy ordered twelve old desks_1.mp4
31,Doris sold sixty green spoons_1.mp4
32,Allen kept seven red houses_1.mp4
33,Nina gives two pretty rings_1.mp4
34,Nina wants three heavy flowers_1.mp4
35,Nina ordered nine white houses_1.mp4
36,Kathy prefers seven green rings_1.mp4
37,Doris got eight heavy spoons_1.mp4
38,Thomas has two pretty flowers_1.mp4
39,Thomas prefers nineteen white spoons_1.mp4
40,Peter prefers eight cheap chairs_1.mp4
41,Nina sold nineteen dark windows_1.mp4
42,Kathy gives three small desks_1.mp4
43,Peter gives twelve old toys_1.mp4
44,Peter ordered three red houses_1.mp4
45,Kathy got nine dark desks_1.mp4
46,Allen kept twelve white tables_1.mp4
47,William bought two green spoons_1.mp4
