,0
0,Nina sold nineteen heavy rings_1.mp4
1,Rachel bought sixty red spoons_1.mp4
2,Allen wants seven pretty windows_1.mp4
3,Peter gives two old flowers_1.mp4
4,Peter gives two old flowers_1.mp4
5,Kathy got nine old desks_1.mp4
6,Kathy got nine old desks_1.mp4
7,Doris prefers twelve large desks_1.mp4
8,Kathy ordered four cheap spoons_1.mp4
9,Kathy ordered four cheap spoons_1.mp4
10,Thomas wants eight large spoons_1.mp4
11,William sees three white toys_1.mp4
12,Allen prefers nine dark chairs_1.mp4
13,Allen prefers nine dark chairs_1.mp4
14,Allen wants seven pretty windows_1.mp4
15,Rachel sold twelve large spoons_1.mp4
16,Rachel sold twelve large spoons_1.mp4
17,William sees nineteen white flowers_1.mp4
18,Doris bought four small houses_1.mp4
19,Doris bought four small houses_1.mp4
20,Allen got four green desks_1.mp4
21,William wants nine dark chairs_1.mp4
22,Thomas kept two red windows_1.mp4
23,Nina prefers nineteen small houses_1.mp4
24,Nina prefers nineteen small houses_1.mp4
25,Steven has eight pretty toys_1.mp4
26,Rachel sees four old houses_1.mp4
27,Thomas got nineteen cheap spoons_1.mp4
28,Lucy gives seven green sofas_1.mp4
29,Lucy gives seven green sofas_1.mp4
30,William got nineteen pretty rings_1.mp4
31,Steven bought eight large sofas_1.mp4
32,Peter gives fifteen dark windows_1.mp4
33,Rachel prefers four white toys_1.mp4
34,Rachel prefers four white toys_1.mp4
35,Peter kept four dark desks_1.mp4
36,William sold nineteen large sofas_1.mp4
37,Allen sees three red toys_1.mp4
38,Lucy bought sixty small chairs_1.mp4
39,Rachel wants fifteen old windows_1.mp4
40,Rachel wants fifteen old windows_1.mp4
41,Steven has eight pretty toys_1.mp4
42,Steven has eight pretty toys_1.mp4
43,Steven has eight pretty toys_1.mp4
44,Lucy prefers fifteen heavy sofas_1.mp4
45,Rachel sold seven cheap toys_1.mp4
46,Nina wants eight pretty rings_1.mp4
47,Doris has sixty old chairs_1.mp4
