,0,1,2,3,4
0,Kathy,prefers,seven,green,rings
1,Lucy,ordered,four,cheap,chairs
2,Thomas,has,sixty,dark,houses
3,Rachel,bought,two,small,windows
4,Thomas,has,eight,large,windows
5,Nina,got,three,dark,houses
6,Peter,sold,nineteen,old,chairs
7,Kathy,kept,eight,large,desks
8,Doris,got,two,large,sofas
9,Thomas,gives,three,white,windows
10,William,prefers,nineteen,large,desks
11,Kathy,sees,seven,heavy,houses
12,Allen,gives,fifteen,cheap,flowers
13,Doris,got,four,red,toys
14,Nina,ordered,sixty,heavy,sofas
15,Kathy,kept,seven,green,flowers
16,Lucy,gives,eight,cheap,toys
17,Allen,sees,nine,large,chairs
18,William,sees,sixty,cheap,chairs
19,Lucy,has,four,white,chairs
20,Steven,kept,nine,large,spoons
21,Kathy,gives,eight,large,spoons
22,William,prefers,three,small,houses
23,Doris,sees,sixty,pretty,desks
24,Peter,bought,nineteen,dark,rings
25,Allen,kept,nine,white,tables
26,Doris,has,sixty,large,spoons
27,Lucy,gives,eight,small,houses
28,Allen,sold,twelve,dark,desks
29,Nina,prefers,nine,red,windows
30,Kathy,gives,eight,large,spoons
31,Peter,bought,nineteen,green,houses
32,Allen,gives,four,green,sofas
33,Lucy,ordered,twelve,dark,windows
34,Doris,ordered,seven,large,rings
35,Thomas,got,twelve,large,toys
36,Thomas,sees,nineteen,red,desks
37,Lucy,wants,fifteen,small,sofas
38,Kathy,bought,eight,large,spoons
39,Nina,prefers,two,old,toys
40,William,ordered,four,heavy,windows
41,Steven,prefers,three,pretty,desks
42,William,bought,four,old,chairs
43,Lucy,gives,fifteen,cheap,houses
44,Steven,sees,nineteen,large,sofas
45,Allen,ordered,twelve,heavy,rings
46,William,got,three,cheap,houses
47,Peter,has,nineteen,small,flowers
48,Peter,got,sixty,small,chairs
49,Rachel,bought,fifteen,green,houses
50,William,sees,eight,large,flowers
51,Steven,ordered,twelve,dark,sofas
52,Peter,ordered,three,cheap,houses
53,Lucy,got,seven,large,rings
54,Allen,got,sixty,green,toys
55,Thomas,kept,two,small,spoons
56,Kathy,bought,three,small,toys
57,Peter,kept,three,white,tables
58,Allen,kept,three,red,toys
59,Nina,sold,nineteen,dark,windows
