,0
0,Nina sees seven small sofas_1.mp4
1,Doris got two green chairs_1.mp4
2,Lucy has twelve red spoons_1.mp4
3,Allen prefers fifteen white toys_1.mp4
4,Peter has sixty heavy houses_1.mp4
5,Kathy got fifteen small windows_1.mp4
6,Nina kept four white tables_1.mp4
7,Steven wants sixty green flowers_1.mp4
8,Peter sees seven pretty desks_1.mp4
9,Kathy bought nineteen red houses_1.mp4
10,Nina wants two large rings_1.mp4
11,Kathy wants two old windows_1.mp4
12,Nina ordered seven heavy desks_1.mp4
13,Doris kept three large tables_1.mp4
14,Nina has seven old sofas_1.mp4
15,William got three cheap flowers_1.mp4
16,Allen wants sixty large windows_1.mp4
17,Kathy prefers eight heavy houses_1.mp4
18,Thomas ordered seven old desks_1.mp4
19,William gives nineteen dark toys_1.mp4
20,Nina bought three large spoons_1.mp4
21,Lucy wants nine red sofas_1.mp4
22,Doris prefers twelve large desks_1.mp4
23,Allen gives eight dark rings_1.mp4
24,Lucy sold nineteen small houses_1.mp4
25,Peter wants seven heavy toys_1.mp4
26,Allen has nine heavy flowers_1.mp4
27,Nina prefers nineteen small houses_1.mp4
28,Lucy gives four large toys_1.mp4
29,Kathy got two dark rings_1.mp4
30,Steven kept two red chairs_1.mp4
31,Doris ordered twelve cheap desks_1.mp4
32,Thomas gives nineteen small chairs_1.mp4
33,Steven sold sixty pretty toys_1.mp4
34,Kathy ordered three dark chairs_1.mp4
35,William ordered seven white houses_1.mp4
36,Allen has three green rings_1.mp4
37,Rachel wants nine heavy desks_1.mp4
38,Thomas prefers fifteen pretty windows_1.mp4
39,Steven got nine heavy rings_1.mp4
40,Peter bought seven pretty desks_1.mp4
41,Allen has four green spoons_1.mp4
42,Steven has eight pretty toys_1.mp4
43,Nina wants three old desks_1.mp4
44,Steven sold fifteen cheap rings_1.mp4
45,William prefers sixty pretty flowers_1.mp4
46,Rachel ordered two dark tables_1.mp4
47,Peter sees three pretty sofas_1.mp4
