,Column1,Column2,Column3,Column4,Column5
0,Kathy,kept,eight,heavy,desks
1,Peter,bought,nineteen,pretty,rings
2,Lucy,has,twelve,red,spoons
3,Allen,prefers,fifteen,white,toys
4,Peter,has,sixty,heavy,houses
5,Allen,ordered,twelve,large,desks
6,Nina,kept,four,white,tables
7,Steven,wants,sixty,green,flowers
8,Peter,sees,seven,pretty,desks
9,Doris,got,nine,old,windows
10,Nina,wants,two,large,rings
11,Lucy,sold,fifteen,cheap,spoons
12,Steven,got,three,small,tables
13,William,gives,nine,green,houses
14,Thomas,ordered,two,small,tables
15,William,got,three,cheap,flowers
16,Doris,sees,twelve,red,toys
17,Lucy,gives,nineteen,pretty,desks
18,Thomas,ordered,seven,old,desks
19,Kathy,has,fifteen,heavy,desks
20,Rachel,sold,seven,green,houses
21,Lucy,wants,nine,red,sofas
22,Doris,prefers,twelve,large,desks
23,Allen,gives,eight,dark,rings
24,Lucy,sold,nineteen,small,houses
25,Peter,wants,seven,heavy,toys
26,William,wants,three,pretty,desks
27,Thomas,bought,sixty,white,spoons
28,Lucy,gives,four,large,toys
29,Rachel,sold,seven,old,tables
30,Steven,kept,two,red,chairs
31,Allen,sees,fifteen,red,tables
32,Thomas,gives,nineteen,small,chairs
33,Steven,sold,sixty,pretty,toys
34,Rachel,bought,eight,dark,windows
35,William,ordered,seven,white,houses
36,Doris,got,four,red,toys
37,Rachel,wants,nine,heavy,desks
38,Nina,sees,nineteen,old,chairs
39,Lucy,gives,eight,small,houses
40,Thomas,prefers,eight,cheap,toys
41,Allen,has,four,green,spoons
42,Rachel,got,three,large,chairs
43,Peter,got,twelve,large,windows
44,Allen,kept,eight,red,toys
45,William,prefers,sixty,pretty,flowers
46,Rachel,ordered,two,dark,tables
47,Peter,sees,three,pretty,sofas
