,0
0,Kathy kept eight heavy desks_1.mp4
1,Peter bought nineteen pretty rings_1.mp4
2,William gives three cheap windows_1.mp4
3,Thomas ordered nine dark flowers_1.mp4
4,Allen sees nine large chairs_1.mp4
5,Allen ordered twelve large desks_1.mp4
6,Peter bought three cheap rings_1.mp4
7,Thomas wants seven green toys_1.mp4
8,Allen prefers four small sofas_1.mp4
9,Doris got nine old windows_1.mp4
10,Kathy sold sixty cheap tables_1.mp4
11,Lucy sold fifteen cheap spoons_1.mp4
12,Steven got three small tables_1.mp4
13,William gives nine green houses_1.mp4
14,Thomas ordered two small tables_1.mp4
15,Peter bought fifteen green rings_1.mp4
16,Doris sees twelve red toys_1.mp4
17,Lucy gives nineteen pretty desks_1.mp4
18,William prefers sixty small sofas_1.mp4
19,Kathy has fifteen heavy desks_1.mp4
20,Rachel sold seven green houses_1.mp4
21,Peter wants two white chairs_1.mp4
22,Peter got three cheap tables_1.mp4
23,Steven ordered fifteen white spoons_1.mp4
24,Kathy wants sixty old toys_1.mp4
25,William bought two heavy windows_1.mp4
26,William wants three pretty desks_1.mp4
27,Thomas bought sixty white spoons_1.mp4
28,Peter ordered twelve red windows_1.mp4
29,Rachel sold seven old tables_1.mp4
30,Steven sees eight green sofas_1.mp4
31,Allen sees fifteen red tables_1.mp4
32,Peter has seven large rings_1.mp4
33,Nina wants three heavy flowers_1.mp4
34,Rachel bought eight dark windows_1.mp4
35,Peter sold eight large sofas_1.mp4
36,Doris got four red toys_1.mp4
37,Kathy gives twelve cheap tables_1.mp4
38,Nina sees nineteen old chairs_1.mp4
39,Lucy gives eight small houses_1.mp4
40,Thomas prefers eight cheap toys_1.mp4
41,Doris sold twelve old sofas_1.mp4
42,Rachel got three large chairs_1.mp4
43,Peter got twelve large windows_1.mp4
44,Allen kept eight red toys_1.mp4
45,Thomas sees seven green houses_1.mp4
46,Steven sold twelve large toys_1.mp4
47,Lucy has four white chairs_1.mp4
