,0
0,Steven kept three old rings_1.mp4
1,Doris prefers nineteen dark flowers_1.mp4
2,Rachel got eight small spoons_1.mp4
3,Kathy wants two pretty sofas_1.mp4
4,Peter has nineteen red spoons_1.mp4
5,Doris prefers three large desks_1.mp4
6,Thomas sold two old chairs_1.mp4
7,Rachel got eight small houses_1.mp4
8,Doris got eight heavy spoons_1.mp4
9,Allen gives fifteen old desks_1.mp4
10,Steven sold nine pretty windows_1.mp4
11,Doris kept nineteen cheap spoons_1.mp4
12,Doris ordered nineteen white toys_1.mp4
13,William kept nine small windows_1.mp4
14,Kathy sold twelve green chairs_1.mp4
15,Rachel sees nine pretty desks_1.mp4
16,Nina prefers four red windows_1.mp4
17,Allen got sixty cheap toys_1.mp4
18,Thomas sold two old chairs_1.mp4
19,Thomas got twelve heavy windows_1.mp4
20,Peter ordered two dark sofas_1.mp4
21,Rachel got nineteen white spoons_1.mp4
22,Rachel sees three large spoons_1.mp4
23,Nina sold fifteen old flowers_1.mp4
24,Rachel prefers two old toys_1.mp4
25,Thomas prefers three white desks_1.mp4
26,Peter sees sixty large spoons_1.mp4
27,Thomas prefers three white desks_1.mp4
28,Doris ordered twelve old flowers_1.mp4
29,Nina sold fifteen old flowers_1.mp4
30,Steven bought nine green desks_1.mp4
31,Kathy kept eight heavy desks_1.mp4
32,Lucy ordered three large tables_1.mp4
33,Peter sold fifteen cheap chairs_1.mp4
34,Peter got three green desks_1.mp4
35,Rachel kept nine dark desks_1.mp4
36,Allen wants eight green toys_1.mp4
37,Nina wants two small chairs_1.mp4
38,Allen sold four red flowers_1.mp4
39,Thomas sees nineteen white desks_1.mp4
40,Rachel has twelve old tables_1.mp4
41,Kathy has eight red flowers_1.mp4
42,Rachel kept sixty large desks_1.mp4
43,Kathy wants fifteen cheap desks_1.mp4
44,Nina ordered nine white houses_1.mp4
45,Allen sold seven old spoons_1.mp4
46,Thomas got twelve small toys_1.mp4
47,Peter got four green desks_1.mp4
48,Allen bought nineteen small chairs_1.mp4
49,Steven ordered twelve dark sofas_1.mp4
50,Rachel got four heavy spoons_1.mp4
51,Peter sold eight large sofas_1.mp4
52,William ordered twelve cheap rings_1.mp4
53,Rachel ordered twelve cheap tables_1.mp4
54,Rachel sold seven green houses_1.mp4
55,William sees eight large flowers_1.mp4
56,Lucy got three red desks_1.mp4
57,Peter bought nineteen dark rings_1.mp4
58,Steven wants fifteen heavy tables_1.mp4
59,Rachel got three green houses_1.mp4
