,0
0,Allen sees fifteen red tables_1.mp4
1,Lucy has seven green toys_1.mp4
2,Peter sold sixty white desks_1.mp4
3,Rachel sold three red houses_1.mp4
4,Nina wants nine cheap flowers_1.mp4
5,William ordered four heavy windows_1.mp4
6,Steven gives fifteen white toys_1.mp4
7,Allen bought seven pretty tables_1.mp4
8,Kathy ordered three cheap spoons_1.mp4
9,Lucy got seven large rings_1.mp4
10,William prefers sixty small sofas_1.mp4
11,Rachel got three heavy sofas_1.mp4
12,Lucy got four pretty sofas_1.mp4
13,Rachel sees three large spoons_1.mp4
14,Thomas prefers nine dark rings_1.mp4
15,Lucy wants twelve white tables_1.mp4
16,Steven kept fifteen small sofas_1.mp4
17,Peter bought nineteen dark rings_1.mp4
18,Kathy gives eight large spoons_1.mp4
19,Rachel wants fifteen red windows_1.mp4
20,Thomas got eight red windows_1.mp4
21,Doris has seven green tables_1.mp4
22,Kathy prefers sixty cheap desks_1.mp4
23,Allen bought nineteen small chairs_1.mp4
24,Lucy prefers four large flowers_1.mp4
25,William sold two heavy rings_1.mp4
26,Lucy got fifteen cheap chairs_1.mp4
27,Nina has eight small windows_1.mp4
28,Allen bought nineteen pretty sofas_1.mp4
29,Rachel got eight small spoons_1.mp4
30,Thomas sees seven green houses_1.mp4
31,Steven got twelve pretty windows_1.mp4
32,Allen prefers four small sofas_1.mp4
33,William gives nineteen dark rings_1.mp4
34,Allen wants three pretty chairs_1.mp4
35,Thomas gives three white windows_1.mp4
36,Peter has nineteen red spoons_1.mp4
37,Peter got three cheap houses_1.mp4
38,Steven bought fifteen large spoons_1.mp4
39,Kathy gives nine green rings_1.mp4
40,Peter kept three white desks_1.mp4
41,Steven sees nineteen dark sofas_1.mp4
42,Peter sold nineteen pretty rings_1.mp4
43,Peter prefers nineteen dark tables_1.mp4
44,William kept two red windows_1.mp4
45,Rachel sees three pretty chairs_1.mp4
46,Peter sold nineteen pretty rings_1.mp4
47,Nina wants nine cheap flowers_1.mp4
48,Rachel sold fifteen old rings_1.mp4
49,Thomas sees eight old toys_1.mp4
50,Allen sees fifteen red tables_1.mp4
51,Kathy gives nine old chairs_1.mp4
52,Lucy has seven green toys_1.mp4
53,Doris prefers nineteen dark flowers_1.mp4
54,Kathy sold nineteen old sofas_1.mp4
55,Allen sold two green chairs_1.mp4
56,Thomas prefers nine cheap spoons_1.mp4
57,Doris kept twelve small houses_1.mp4
58,Allen sees three small rings_1.mp4
59,Steven sees nineteen dark sofas_1.mp4
