,0,1,2,3,4
0,Doris,sees,four,large,desks
1,Nina,ordered,nine,heavy,rings
2,Thomas,gives,three,white,windows
3,Steven,got,eight,dark,chairs
4,Steven,ordered,three,pretty,desks
5,Thomas,sold,twelve,heavy,sofas
6,Thomas,sees,eight,green,rings
7,Allen,prefers,sixty,white,desks
8,Doris,wants,twelve,cheap,toys
9,William,prefers,three,large,desks
10,Kathy,got,sixty,pretty,desks
11,Peter,bought,fifteen,green,rings
12,Lucy,has,two,small,flowers
13,Doris,wants,eight,old,tables
14,Doris,sees,sixty,pretty,desks
15,Peter,sold,two,large,flowers
16,Allen,got,three,green,chairs
17,Steven,bought,nine,heavy,toys
18,Rachel,got,three,white,desks
19,William,sees,eight,large,flowers
20,Doris,wants,twelve,cheap,toys
21,Peter,prefers,nineteen,dark,tables
22,Lucy,wants,three,cheap,flowers
23,Allen,sold,twelve,dark,desks
24,Lucy,got,four,pretty,sofas
25,Nina,bought,nine,heavy,sofas
26,Lucy,gives,eight,small,houses
27,Doris,got,four,red,toys
28,Nina,sold,nine,heavy,desks
29,William,ordered,twelve,cheap,rings
30,Kathy,wants,fifteen,green,tables
31,Steven,got,three,small,chairs
32,Peter,got,three,dark,spoons
33,Doris,sold,nineteen,green,desks
34,Steven,bought,nine,heavy,toys
35,Thomas,ordered,fifteen,red,houses
36,Allen,prefers,four,small,desks
37,Allen,sees,three,small,rings
38,Kathy,wants,eight,old,tables
39,Nina,sold,fifteen,old,rings
40,Peter,wants,twelve,small,tables
41,Peter,ordered,three,red,houses
42,Allen,ordered,eight,old,sofas
43,Rachel,sees,nine,pretty,desks
44,Doris,sold,sixty,green,spoons
45,Peter,ordered,nine,heavy,desks
46,Steven,got,fifteen,old,chairs
47,Kathy,bought,eight,green,flowers
48,Lucy,ordered,three,large,tables
49,Lucy,wants,three,cheap,flowers
50,Thomas,sees,twelve,cheap,houses
51,Rachel,bought,eight,large,windows
52,Allen,prefers,four,pretty,flowers
53,Thomas,has,seven,large,rings
54,Nina,sold,sixty,large,rings
55,Allen,gives,fifteen,cheap,flowers
56,Steven,ordered,two,dark,spoons
57,Doris,ordered,four,green,desks
58,Lucy,got,seven,large,rings
59,Allen,sold,eight,dark,desks
