,0
0,mismatch left
1,match right
2,mismatch right
3,match right
4,match left
5,match right
6,match right
7,match right
8,mismatch right
9,mismatch left
10,mismatch right
11,mismatch right
12,match right
13,match right
14,mismatch left
15,match left
16,mismatch right
17,match right
18,match left
19,match right
20,match left
21,match right
22,mismatch right
23,match left
24,mismatch left
25,mismatch left
26,mismatch left
27,mismatch left
28,mismatch left
29,mismatch left
30,mismatch left
31,mismatch right
32,mismatch left
33,match left
34,mismatch right
35,match left
36,match left
37,mismatch right
38,mismatch left
39,match right
40,match left
41,mismatch right
42,match right
43,mismatch right
44,mismatch right
45,match left
46,match left
47,match left
