,0
0,Rachel sees seven heavy chairs_1.mp4
1,Lucy prefers three large houses_1.mp4
2,Nina gives two cheap rings_1.mp4
3,Steven has eight pretty toys_1.mp4
4,Steven has eight pretty toys_1.mp4
5,Peter gives two old flowers_1.mp4
6,Lucy sees fifteen green desks_1.mp4
7,Doris wants twelve large spoons_1.mp4
8,William got nineteen dark chairs_1.mp4
9,William got nineteen dark chairs_1.mp4
10,Doris gives twelve large houses_1.mp4
11,Kathy bought four dark rings_1.mp4
12,William ordered two red sofas_1.mp4
13,William ordered two red sofas_1.mp4
14,Thomas got nineteen red sofas_1.mp4
15,Nina wants two green desks_1.mp4
16,Doris sold eight pretty spoons_1.mp4
17,Doris sold eight pretty spoons_1.mp4
18,Kathy ordered three dark chairs_1.mp4
19,Peter has sixty heavy houses_1.mp4
20,Steven prefers eight small spoons_1.mp4
21,Steven prefers eight small spoons_1.mp4
22,Rachel has twelve red sofas_1.mp4
23,William ordered seven white houses_1.mp4
24,Allen kept eight old desks_1.mp4
25,Allen kept eight old desks_1.mp4
26,Kathy prefers four small rings_1.mp4
27,Allen gives seven cheap chairs_1.mp4
28,Lucy wants two red sofas_1.mp4
29,Lucy wants two red sofas_1.mp4
30,Kathy got nine dark chairs_1.mp4
31,Lucy sold fifteen red flowers_1.mp4
32,Nina sees nineteen cheap desks_1.mp4
33,Nina sees nineteen cheap desks_1.mp4
34,Allen got seven heavy desks_1.mp4
35,Allen got seven heavy desks_1.mp4
36,Thomas gives seven pretty toys_1.mp4
37,Thomas gives seven pretty toys_1.mp4
38,Thomas gives seven pretty toys_1.mp4
39,Lucy wants nine white chairs_1.mp4
40,Doris ordered twelve cheap desks_1.mp4
41,William has seven large houses_1.mp4
42,Nina prefers four heavy toys_1.mp4
43,Nina prefers four heavy toys_1.mp4
44,Peter has nine small toys_1.mp4
45,Peter has nine small toys_1.mp4
46,Allen wants fifteen green tables_1.mp4
47,Thomas got nine large rings_1.mp4
