,Column1,Column2,Column3,Column4,Column5
0,Thomas,ordered,nine,dark,flowers
1,Lucy,prefers,three,large,houses
2,Nina,gives,two,cheap,rings
3,Steven,has,eight,pretty,toys
4,Peter,has,twelve,old,flowers
5,Rachel,ordered,twelve,cheap,tables
6,Rachel,sold,three,red,houses
7,Steven,bought,nine,heavy,toys
8,William,got,nineteen,dark,chairs
9,Allen,prefers,four,small,sofas
10,Rachel,got,eight,white,desks
11,Kathy,bought,four,dark,rings
12,Allen,wants,three,pretty,chairs
13,Allen,kept,seven,red,houses
14,Peter,bought,three,cheap,rings
15,Nina,wants,two,green,desks
16,Doris,sold,eight,pretty,spoons
17,Doris,sold,eight,pretty,spoons
18,William,sold,nine,old,desks
19,Peter,has,sixty,heavy,houses
20,Steven,prefers,eight,small,spoons
21,Steven,prefers,eight,small,spoons
22,Rachel,has,twelve,red,sofas
23,William,ordered,seven,white,houses
24,Nina,wants,three,heavy,windows
25,Allen,kept,eight,old,desks
26,Kathy,prefers,four,small,rings
27,Allen,gives,seven,cheap,chairs
28,Lucy,wants,two,red,sofas
29,William,sold,sixty,large,desks
30,Peter,gives,sixty,large,tables
31,Allen,wants,eight,green,toys
32,Rachel,prefers,three,pretty,spoons
33,Doris,kept,twelve,small,houses
34,Peter,gives,eight,red,houses
35,Allen,got,seven,heavy,desks
36,Thomas,gives,seven,pretty,toys
37,Thomas,gives,seven,pretty,toys
38,Allen,ordered,three,dark,spoons
39,Lucy,wants,nine,white,chairs
40,Doris,ordered,twelve,cheap,desks
41,Rachel,sold,fifteen,old,rings
42,Steven,sees,nineteen,dark,sofas
43,Thomas,sees,fifteen,cheap,windows
44,Peter,has,nine,small,toys
45,Kathy,ordered,three,cheap,spoons
46,Steven,ordered,seven,small,houses
47,Thomas,got,nine,large,rings
