,Column1,Column2,Column3,Column4,Column5
0,Peter,wants,nine,large,toys
1,Doris,has,four,old,sofas
2,Rachel,got,eight,small,houses
3,Allen,gives,fifteen,cheap,flowers
4,Doris,prefers,three,red,tables
5,Nina,kept,twelve,pretty,tables
6,Peter,wants,nineteen,red,windows
7,Kathy,gives,three,small,desks
8,Rachel,prefers,fifteen,large,houses
9,Lucy,wants,fifteen,small,sofas
10,Peter,got,twelve,large,toys
11,Allen,bought,nineteen,pretty,sofas
12,Rachel,wants,fifteen,red,windows
13,Kathy,sold,sixty,cheap,tables
14,Steven,prefers,two,old,rings
15,Lucy,kept,two,green,chairs
16,William,sees,eight,large,flowers
17,Allen,prefers,four,small,sofas
18,Doris,prefers,nineteen,dark,flowers
19,Nina,prefers,four,red,windows
20,Peter,ordered,sixty,white,desks
21,Nina,has,eight,small,windows
22,Rachel,wants,seven,large,chairs
23,Lucy,got,eight,red,flowers
24,Steven,ordered,twelve,dark,sofas
25,Nina,wants,three,heavy,windows
26,Lucy,has,two,small,flowers
27,Kathy,kept,seven,green,flowers
28,Steven,sold,three,red,desks
29,William,has,sixty,white,chairs
30,Rachel,prefers,two,old,toys
31,Rachel,kept,sixty,large,desks
32,Doris,sold,nine,cheap,houses
33,Peter,gives,twelve,old,toys
34,Allen,has,nineteen,large,spoons
35,Thomas,sold,seven,old,desks
36,Thomas,bought,three,red,windows
37,Lucy,gives,nineteen,pretty,desks
38,Rachel,wants,twelve,white,flowers
39,Kathy,ordered,fifteen,cheap,toys
40,Steven,sold,twelve,large,desks
41,Steven,ordered,seven,small,houses
42,Peter,got,fifteen,heavy,tables
43,Thomas,prefers,nine,cheap,spoons
44,Lucy,bought,twelve,green,desks
45,Peter,got,four,pretty,houses
46,Peter,got,nineteen,heavy,windows
47,Doris,bought,eight,cheap,houses
48,Rachel,sees,three,large,spoons
49,Thomas,got,nine,pretty,sofas
50,Doris,got,fifteen,cheap,desks
51,Steven,ordered,two,dark,spoons
52,Doris,got,seven,old,windows
53,Peter,has,fifteen,white,windows
54,Lucy,wants,three,cheap,flowers
55,Thomas,got,sixty,cheap,desks
56,William,gives,nine,green,houses
57,Thomas,gives,three,small,houses
58,Rachel,sold,seven,old,tables
59,Nina,wants,three,heavy,flowers
