,0
0,Peter wants nine large toys_1.mp4
1,Thomas bought sixty white spoons_1.mp4
2,Nina sold nineteen dark windows_1.mp4
3,Steven has four heavy chairs_1.mp4
4,Steven sold twelve large desks_1.mp4
5,Nina kept twelve pretty tables_1.mp4
6,Peter wants nineteen red windows_1.mp4
7,Kathy gives three small desks_1.mp4
8,Rachel prefers fifteen large houses_1.mp4
9,Allen bought nineteen large chairs_1.mp4
10,Peter got twelve large toys_1.mp4
11,Allen bought nineteen pretty sofas_1.mp4
12,Rachel wants fifteen red windows_1.mp4
13,Nina has eight green spoons_1.mp4
14,Peter wants three small tables_1.mp4
15,Lucy kept two green chairs_1.mp4
16,Kathy sold sixty cheap tables_1.mp4
17,Thomas got twelve heavy windows_1.mp4
18,Allen has sixty large windows_1.mp4
19,Nina prefers four red windows_1.mp4
20,Steven sold fifteen pretty houses_1.mp4
21,Nina has eight small windows_1.mp4
22,Lucy has two white desks_1.mp4
23,Peter kept sixty pretty toys_1.mp4
24,Steven ordered twelve dark sofas_1.mp4
25,Nina wants three heavy windows_1.mp4
26,Thomas got nine pretty sofas_1.mp4
27,Allen ordered twelve heavy rings_1.mp4
28,Peter bought four large windows_1.mp4
29,William has sixty white chairs_1.mp4
30,Kathy ordered eight old sofas_1.mp4
31,Steven sees four dark spoons_1.mp4
32,Doris sold nine cheap houses_1.mp4
33,Peter gives twelve old toys_1.mp4
34,Kathy prefers seven green rings_1.mp4
35,Thomas sold seven old desks_1.mp4
36,Thomas bought three red windows_1.mp4
37,Lucy gives nineteen pretty desks_1.mp4
38,Steven got seven green chairs_1.mp4
39,Kathy ordered fifteen cheap toys_1.mp4
40,Peter wants seven white spoons_1.mp4
41,Steven ordered seven small houses_1.mp4
42,Peter got fifteen heavy tables_1.mp4
43,Kathy sees four old toys_1.mp4
44,Lucy bought twelve green desks_1.mp4
45,Peter got four pretty houses_1.mp4
46,Allen gives fifteen old desks_1.mp4
47,Doris bought eight cheap houses_1.mp4
48,Lucy has four white chairs_1.mp4
49,Thomas got nine pretty sofas_1.mp4
50,Rachel sees three pretty chairs_1.mp4
51,Steven ordered two dark spoons_1.mp4
52,Doris got seven old windows_1.mp4
53,Thomas kept two small spoons_1.mp4
54,Lucy wants three cheap flowers_1.mp4
55,Doris got eight large rings_1.mp4
56,Allen sees four dark toys_1.mp4
57,Thomas gives three small houses_1.mp4
58,Rachel sold seven old tables_1.mp4
59,William prefers two small desks_1.mp4
