,0
0,match left
1,match left
2,mismatch right
3,match right
4,mismatch right
5,match right
6,mismatch right
7,mismatch left
8,match right
9,mismatch left
10,mismatch left
11,match left
12,mismatch left
13,match right
14,mismatch right
15,match right
16,match left
17,mismatch left
18,match left
19,mismatch right
20,match left
21,mismatch left
22,match right
23,match right
24,match right
25,mismatch left
26,mismatch right
27,match left
28,mismatch right
29,match right
30,match left
31,mismatch right
32,mismatch right
33,match left
34,mismatch left
35,match right
36,mismatch left
37,mismatch right
38,match left
39,mismatch left
40,match left
41,mismatch left
42,match right
43,mismatch left
44,match left
45,mismatch right
46,mismatch left
47,mismatch right
48,mismatch right
49,match right
50,mismatch left
51,mismatch right
52,match right
53,match left
54,match left
55,mismatch right
56,match right
57,match right
58,mismatch left
59,match left
