,0
0,match right
1,mismatch left
2,mismatch left
3,match right
4,mismatch left
5,mismatch left
6,mismatch right
7,match left
8,mismatch left
9,mismatch right
10,match left
11,mismatch right
12,match right
13,mismatch right
14,match right
15,match left
16,mismatch left
17,match left
18,match right
19,match right
20,match left
21,mismatch right
22,mismatch right
23,mismatch right
24,mismatch right
25,mismatch left
26,match right
27,mismatch right
28,match right
29,match left
30,mismatch right
31,mismatch right
32,mismatch left
33,match right
34,match left
35,mismatch right
36,mismatch left
37,match right
38,match right
39,match left
40,match left
41,mismatch left
42,match right
43,match left
44,mismatch left
45,match left
46,match left
47,mismatch left
