,0
0,Lucy got nineteen old toys_1.mp4
1,Rachel prefers twelve heavy flowers_1.mp4
2,Thomas ordered eight white houses_1.mp4
3,Doris bought fifteen cheap tables_1.mp4
4,William kept two small chairs_1.mp4
5,Lucy bought sixty old windows_1.mp4
6,Peter sees twelve red chairs_1.mp4
7,Kathy got nine dark chairs_1.mp4
8,William wants three large spoons_1.mp4
9,Kathy ordered four white windows_1.mp4
10,Kathy wants nineteen old flowers_1.mp4
11,Doris kept three green tables_1.mp4
12,Allen wants eight old houses_1.mp4
13,Rachel sees seven heavy chairs_1.mp4
14,Lucy got nineteen old toys_1.mp4
15,Peter sees eight dark spoons_1.mp4
16,William gives nineteen dark toys_1.mp4
17,Kathy kept three green toys_1.mp4
18,Rachel sees nine cheap houses_1.mp4
19,Thomas gives nineteen small chairs_1.mp4
20,Kathy prefers eight red spoons_1.mp4
21,Steven wants sixty green flowers_1.mp4
22,Doris bought eight cheap chairs_1.mp4
23,Allen has seven pretty toys_1.mp4
24,Kathy sees two old sofas_1.mp4
25,Kathy wants three cheap houses_1.mp4
26,Thomas ordered three dark desks_1.mp4
27,Nina got sixty large sofas_1.mp4
28,Steven sees seven pretty chairs_1.mp4
29,Steven bought seven large flowers_1.mp4
30,Rachel sold three pretty rings_1.mp4
31,William has seven large houses_1.mp4
32,Kathy gives fifteen green flowers_1.mp4
33,Thomas got nineteen cheap spoons_1.mp4
34,Peter prefers eight heavy windows_1.mp4
35,Allen has nineteen old tables_1.mp4
36,Steven sees seven pretty spoons_1.mp4
37,Nina gives two cheap rings_1.mp4
38,Doris prefers sixty green houses_1.mp4
39,Lucy wants nine white chairs_1.mp4
40,Rachel wants nine heavy desks_1.mp4
41,Allen bought nine pretty sofas_1.mp4
42,Rachel gives four green rings_1.mp4
43,Peter ordered three old chairs_1.mp4
44,Doris prefers three white rings_1.mp4
45,Thomas gives eight large tables_1.mp4
46,Kathy got two white rings_1.mp4
47,Peter sees sixty red toys_1.mp4
