,0
0,Steven got seven green flowers_1.mp4
1,Lucy sold nine large spoons_1.mp4
2,Doris has three dark desks_1.mp4
3,William prefers sixty small sofas_1.mp4
4,Peter has fifteen green rings_1.mp4
5,Nina kept four large tables_1.mp4
6,Doris got nine old windows_1.mp4
7,Lucy sold fifteen cheap spoons_1.mp4
8,Steven bought twelve white chairs_1.mp4
9,Doris prefers three red tables_1.mp4
10,Kathy kept eight heavy desks_1.mp4
11,Thomas has four pretty rings_1.mp4
12,Peter wants twelve large windows_1.mp4
13,Rachel wants seven large chairs_1.mp4
14,Lucy sold twelve cheap spoons_1.mp4
15,Peter gives fifteen small spoons_1.mp4
16,Thomas prefers eight cheap toys_1.mp4
17,Kathy got seven large chairs_1.mp4
18,Peter gives twelve small desks_1.mp4
19,Peter got three green desks_1.mp4
20,Steven ordered fifteen white spoons_1.mp4
21,Thomas sees eight green rings_1.mp4
22,Peter got three cheap houses_1.mp4
23,Allen sold seven old spoons_1.mp4
24,Doris wants twelve cheap toys_1.mp4
25,Peter gives sixty large tables_1.mp4
26,Peter got nineteen large desks_1.mp4
27,Peter got fifteen heavy tables_1.mp4
28,Doris ordered twelve old flowers_1.mp4
29,Nina has eight small windows_1.mp4
30,Rachel wants seven large chairs_1.mp4
31,Kathy kept seven green flowers_1.mp4
32,Steven got fifteen old chairs_1.mp4
33,Allen prefers two red tables_1.mp4
34,Rachel sees nine pretty desks_1.mp4
35,Doris wants twelve cheap toys_1.mp4
36,Rachel kept sixty large desks_1.mp4
37,Thomas sees fifteen cheap windows_1.mp4
38,Thomas kept fifteen dark windows_1.mp4
39,Lucy has four old flowers_1.mp4
40,Rachel wants twelve white flowers_1.mp4
41,Thomas bought three red windows_1.mp4
42,Kathy gives nine old chairs_1.mp4
43,Allen got sixty cheap toys_1.mp4
44,Nina has eight green spoons_1.mp4
45,Thomas wants fifteen heavy tables_1.mp4
46,Peter ordered two dark sofas_1.mp4
47,Peter ordered twelve red windows_1.mp4
