,Column1,Column2,Column3,Column4,Column5
0,William,has,seven,white,tables
1,Lucy,sold,nine,large,spoons
2,Peter,bought,three,cheap,rings
3,Allen,gives,four,pretty,desks
4,Steven,sold,nine,pretty,windows
5,Peter,gives,sixty,pretty,rings
6,Lucy,has,two,white,desks
7,Rachel,got,three,large,chairs
8,Doris,ordered,seven,red,rings
9,Thomas,got,twelve,small,toys
10,Lucy,got,fifteen,cheap,chairs
11,Thomas,ordered,nine,heavy,sofas
12,Peter,gives,twelve,small,desks
13,Doris,got,eight,heavy,spoons
14,Nina,has,sixty,green,desks
15,Lucy,gives,fifteen,white,sofas
16,Allen,wants,three,pretty,chairs
17,Thomas,got,twelve,small,toys
18,Allen,kept,twelve,white,tables
19,William,got,three,small,toys
20,Thomas,got,twelve,small,toys
21,Kathy,kept,eight,heavy,desks
22,Allen,bought,seven,pretty,tables
23,Peter,got,two,cheap,houses
24,Allen,bought,nineteen,pretty,sofas
25,Steven,wants,fifteen,heavy,tables
26,Peter,sees,three,red,flowers
27,Allen,bought,seven,pretty,tables
28,William,ordered,sixty,cheap,toys
29,Steven,ordered,two,dark,spoons
30,Rachel,has,twelve,old,tables
31,Nina,kept,four,pretty,houses
32,William,sees,sixty,cheap,chairs
33,Allen,sold,seven,old,spoons
34,Thomas,got,eight,red,windows
35,Doris,sees,sixty,pretty,desks
36,Kathy,kept,three,cheap,flowers
37,Lucy,got,three,red,desks
38,Peter,got,twelve,large,toys
39,Thomas,gives,sixty,green,tables
40,Peter,ordered,four,red,toys
41,Doris,sold,nine,cheap,houses
42,Steven,sees,nineteen,dark,sofas
43,William,wants,sixty,pretty,chairs
44,Rachel,bought,two,large,desks
45,Kathy,kept,seven,green,flowers
46,Doris,ordered,eight,cheap,rings
47,Nina,wants,two,small,chairs
48,Thomas,gives,three,white,windows
49,Allen,bought,seven,pretty,tables
50,William,has,sixty,white,chairs
51,Doris,got,four,red,toys
52,Doris,got,four,red,toys
53,Rachel,sold,fifteen,old,rings
54,Nina,kept,four,pretty,houses
55,Peter,has,two,cheap,windows
56,Rachel,sold,seven,white,tables
57,William,prefers,two,small,desks
58,William,sees,sixty,cheap,flowers
59,Peter,sold,nineteen,pretty,rings
