,0
0,Rachel prefers two old toys_1.mp4
1,Lucy sold nine large spoons_1.mp4
2,Steven sees eight green sofas_1.mp4
3,Peter wants nine large toys_1.mp4
4,Thomas sees eight old toys_1.mp4
5,William gives nineteen small sofas_1.mp4
6,Lucy has two white desks_1.mp4
7,Rachel got three large chairs_1.mp4
8,Doris ordered seven red rings_1.mp4
9,Allen prefers four heavy flowers_1.mp4
10,Doris sees twelve large desks_1.mp4
11,Thomas ordered nine heavy sofas_1.mp4
12,Peter gives twelve small desks_1.mp4
13,Peter sold two large flowers_1.mp4
14,Kathy sees four old toys_1.mp4
15,Steven ordered seven cheap windows_1.mp4
16,Allen wants three pretty chairs_1.mp4
17,Thomas got twelve small toys_1.mp4
18,Nina sold fifteen old flowers_1.mp4
19,Thomas prefers nine cheap spoons_1.mp4
20,Peter wants nineteen red windows_1.mp4
21,Doris sold sixty green spoons_1.mp4
22,Peter has twelve old flowers_1.mp4
23,Peter got two cheap houses_1.mp4
24,Kathy wants fifteen green tables_1.mp4
25,Peter sold four heavy windows_1.mp4
26,Peter sees three red flowers_1.mp4
27,Allen bought seven pretty tables_1.mp4
28,Lucy wants nine large toys_1.mp4
29,Steven ordered two dark spoons_1.mp4
30,Rachel has twelve old tables_1.mp4
31,Lucy got seven large rings_1.mp4
32,Kathy kept two dark houses_1.mp4
33,Allen sold seven old spoons_1.mp4
34,Thomas got eight red windows_1.mp4
35,Peter prefers four large rings_1.mp4
36,Kathy kept three cheap flowers_1.mp4
37,Lucy got three red desks_1.mp4
38,Peter got twelve large toys_1.mp4
39,Lucy gives eight white desks_1.mp4
40,Peter ordered four red toys_1.mp4
41,Kathy gives seven old desks_1.mp4
42,Steven sees nineteen dark sofas_1.mp4
43,Rachel bought eight white rings_1.mp4
44,Rachel bought two large desks_1.mp4
45,Peter got nineteen large desks_1.mp4
46,Doris ordered eight cheap rings_1.mp4
47,Steven sold fifteen pretty houses_1.mp4
48,Thomas gives three white windows_1.mp4
49,Kathy ordered three dark desks_1.mp4
50,William has sixty white chairs_1.mp4
51,Doris got four red toys_1.mp4
52,Doris got four red toys_1.mp4
53,Rachel sold fifteen old rings_1.mp4
54,Nina kept four pretty houses_1.mp4
55,Peter has two cheap windows_1.mp4
56,Peter kept sixty pretty toys_1.mp4
57,Rachel wants fifteen red windows_1.mp4
58,William sold three green desks_1.mp4
59,Peter sold nineteen pretty rings_1.mp4
