,0
0,William has seven white tables_1.mp4
1,Doris kept twelve small houses_1.mp4
2,Peter bought three cheap rings_1.mp4
3,Allen gives four pretty desks_1.mp4
4,Steven sold nine pretty windows_1.mp4
5,Peter gives sixty pretty rings_1.mp4
6,Kathy wants fifteen green tables_1.mp4
7,Rachel bought fifteen green houses_1.mp4
8,William gives twelve red rings_1.mp4
9,Thomas got twelve small toys_1.mp4
10,Lucy got fifteen cheap chairs_1.mp4
11,Allen got sixty cheap toys_1.mp4
12,Peter kept three white desks_1.mp4
13,Doris got eight heavy spoons_1.mp4
14,Nina has sixty green desks_1.mp4
15,Lucy gives fifteen white sofas_1.mp4
16,Thomas prefers nine dark rings_1.mp4
17,Thomas sees twelve large chairs_1.mp4
18,Allen kept twelve white tables_1.mp4
19,William got three small toys_1.mp4
20,Thomas got twelve small toys_1.mp4
21,Kathy kept eight heavy desks_1.mp4
22,Allen bought seven pretty tables_1.mp4
23,Rachel kept nine dark desks_1.mp4
24,Allen bought nineteen pretty sofas_1.mp4
25,Steven wants fifteen heavy tables_1.mp4
26,Nina sold fifteen large desks_1.mp4
27,Steven prefers two old rings_1.mp4
28,William ordered sixty cheap toys_1.mp4
29,Allen wants eight green toys_1.mp4
30,Peter gives three small desks_1.mp4
31,Nina kept four pretty houses_1.mp4
32,William sees sixty cheap chairs_1.mp4
33,Lucy gives fifteen white sofas_1.mp4
34,Lucy got three red desks_1.mp4
35,Doris sees sixty pretty desks_1.mp4
36,Nina ordered nine heavy tables_1.mp4
37,Kathy bought three small toys_1.mp4
38,Lucy has four white chairs_1.mp4
39,Thomas gives sixty green tables_1.mp4
40,Thomas kept two small spoons_1.mp4
41,Doris sold nine cheap houses_1.mp4
42,Thomas gives three small houses_1.mp4
43,William wants sixty pretty chairs_1.mp4
44,Kathy ordered two green desks_1.mp4
45,Kathy kept seven green flowers_1.mp4
46,William bought four red tables_1.mp4
47,Nina wants two small chairs_1.mp4
48,Thomas gives three white windows_1.mp4
49,Allen bought seven pretty tables_1.mp4
50,Nina sold twelve old windows_1.mp4
51,Lucy wants twelve white tables_1.mp4
52,Lucy wants fifteen small sofas_1.mp4
53,Steven bought nine heavy toys_1.mp4
54,Lucy ordered three large tables_1.mp4
55,Doris prefers nineteen dark flowers_1.mp4
56,Rachel sold seven white tables_1.mp4
57,William prefers two small desks_1.mp4
58,William sees sixty cheap flowers_1.mp4
59,Allen prefers two old desks_1.mp4
