,0
0,mismatch left
1,match left
2,mismatch left
3,match left
4,match right
5,match right
6,mismatch right
7,mismatch right
8,mismatch right
9,mismatch left
10,match left
11,mismatch left
12,match right
13,mismatch right
14,match right
15,match left
16,mismatch right
17,mismatch left
18,match left
19,match right
20,mismatch right
21,mismatch left
22,mismatch left
23,match right
24,match left
25,match right
26,mismatch left
27,mismatch right
28,match right
29,mismatch right
30,match right
31,match left
32,match left
33,match left
34,match left
35,mismatch right
36,match right
37,mismatch right
38,mismatch left
39,mismatch left
40,mismatch right
41,match right
42,mismatch left
43,match right
44,mismatch left
45,mismatch left
46,mismatch left
47,match left
48,mismatch left
49,mismatch right
50,match right
51,match left
52,mismatch right
53,mismatch right
54,match right
55,match left
56,match left
57,mismatch right
58,match right
59,match left
