,Column1,Column2,Column3,Column4,Column5
0,Steven,bought,nine,heavy,toys
1,Doris,got,seven,cheap,desks
2,Lucy,prefers,twelve,large,sofas
3,Nina,kept,four,pretty,houses
4,Peter,got,three,cheap,tables
5,Steven,ordered,seven,small,houses
6,Rachel,prefers,two,old,toys
7,Steven,prefers,fifteen,red,spoons
8,Peter,has,seven,large,rings
9,Lucy,sees,eight,pretty,sofas
10,Rachel,prefers,two,old,toys
11,Thomas,wants,fifteen,heavy,tables
12,Steven,prefers,two,old,rings
13,William,ordered,nine,dark,windows
14,Rachel,sees,three,large,spoons
15,Thomas,sees,eight,green,rings
16,Peter,got,nineteen,large,desks
17,William,has,nine,small,flowers
18,Nina,kept,four,pretty,houses
19,Kathy,bought,sixty,red,chairs
20,Peter,got,three,small,windows
21,Thomas,has,twelve,heavy,sofas
22,Peter,ordered,four,red,toys
23,William,gives,nineteen,dark,rings
24,Rachel,bought,fifteen,green,houses
25,Peter,gives,fifteen,small,spoons
26,Thomas,wants,three,cheap,spoons
27,Kathy,bought,eight,green,flowers
28,Thomas,gives,sixty,green,tables
29,William,ordered,four,heavy,windows
30,Thomas,prefers,nineteen,small,toys
31,Allen,kept,seven,red,houses
32,Kathy,sold,sixty,cheap,tables
33,Steven,sees,four,dark,spoons
34,Lucy,wants,twelve,white,tables
35,Peter,got,two,cheap,houses
36,Peter,gives,sixty,large,tables
37,Allen,gives,seven,green,flowers
38,Thomas,has,four,pretty,rings
39,Lucy,wants,three,cheap,flowers
40,Doris,sold,nineteen,green,desks
41,Rachel,got,two,red,toys
42,William,got,sixty,dark,chairs
43,Nina,sold,four,heavy,rings
44,Doris,ordered,nineteen,white,toys
45,Allen,sees,four,dark,toys
46,Peter,kept,three,white,desks
47,Steven,ordered,seven,small,houses
48,William,bought,two,green,spoons
49,William,gives,nineteen,small,sofas
50,Steven,sold,eight,cheap,houses
51,Lucy,has,seven,green,toys
52,Peter,got,fifteen,heavy,tables
53,Rachel,got,eight,small,spoons
54,Peter,ordered,eight,green,flowers
55,Peter,got,sixty,red,spoons
56,Steven,sold,nine,pretty,windows
57,Steven,got,seven,green,desks
58,Peter,ordered,three,white,houses
59,Doris,wants,eight,old,tables
