,0
0,Steven bought nine heavy toys_1.mp4
1,Peter wants nineteen red windows_1.mp4
2,Thomas sold two old chairs_1.mp4
3,Allen prefers two old desks_1.mp4
4,Allen wants nineteen white desks_1.mp4
5,Doris sold sixty green spoons_1.mp4
6,Peter got nine green sofas_1.mp4
7,Rachel got three white desks_1.mp4
8,Peter has seven large rings_1.mp4
9,William ordered sixty cheap toys_1.mp4
10,Rachel prefers two old toys_1.mp4
11,Thomas wants fifteen heavy tables_1.mp4
12,Allen gives seven green flowers_1.mp4
13,Doris kept twelve small houses_1.mp4
14,Lucy has four white chairs_1.mp4
15,Steven sees nineteen dark sofas_1.mp4
16,Thomas gives twelve heavy toys_1.mp4
17,Allen ordered three dark spoons_1.mp4
18,Nina kept four pretty houses_1.mp4
19,Lucy wants eight cheap tables_1.mp4
20,Peter got three small windows_1.mp4
21,Doris prefers three large desks_1.mp4
22,Peter ordered four red toys_1.mp4
23,William gives nineteen dark rings_1.mp4
24,Lucy wants eight cheap tables_1.mp4
25,William gives three cheap windows_1.mp4
26,Thomas wants three cheap spoons_1.mp4
27,Kathy bought eight green flowers_1.mp4
28,William bought four red tables_1.mp4
29,Peter got three pretty flowers_1.mp4
30,Thomas prefers nineteen small toys_1.mp4
31,Allen kept seven red houses_1.mp4
32,Kathy sold sixty cheap tables_1.mp4
33,Thomas bought sixty white spoons_1.mp4
34,William ordered three old desks_1.mp4
35,Peter got two cheap houses_1.mp4
36,Nina sold nineteen dark windows_1.mp4
37,Steven bought nine heavy toys_1.mp4
38,Peter wants two white chairs_1.mp4
39,Lucy wants three cheap flowers_1.mp4
40,Rachel has twelve old tables_1.mp4
41,Steven kept fifteen small sofas_1.mp4
42,William got sixty dark chairs_1.mp4
43,Nina sold four heavy rings_1.mp4
44,Doris has sixty dark spoons_1.mp4
45,Rachel got sixty pretty flowers_1.mp4
46,Lucy wants eight cheap tables_1.mp4
47,Nina sold twelve old windows_1.mp4
48,William bought two green spoons_1.mp4
49,William gives nineteen small sofas_1.mp4
50,Kathy bought nine white rings_1.mp4
51,Lucy has seven green toys_1.mp4
52,Nina prefers four red windows_1.mp4
53,Doris sold twelve old sofas_1.mp4
54,Peter ordered eight green flowers_1.mp4
55,Peter got sixty red spoons_1.mp4
56,Lucy prefers three dark houses_1.mp4
57,Steven got seven green desks_1.mp4
58,Rachel got four heavy spoons_1.mp4
59,Doris wants eight old tables_1.mp4
