,0
0,match left
1,mismatch left
2,match left
3,match right
4,match right
5,mismatch left
6,match right
7,match right
8,mismatch right
9,mismatch right
10,mismatch left
11,match right
12,match left
13,match left
14,mismatch right
15,match right
16,mismatch left
17,mismatch left
18,mismatch left
19,mismatch right
20,mismatch left
21,mismatch right
22,mismatch left
23,match right
24,mismatch right
25,mismatch right
26,match left
27,mismatch left
28,mismatch left
29,mismatch right
30,mismatch left
31,mismatch right
32,mismatch left
33,mismatch right
34,match right
35,match left
36,match left
37,mismatch right
38,match right
39,match right
40,match right
41,match left
42,match right
43,mismatch left
44,mismatch left
45,mismatch right
46,match left
47,mismatch left
48,match left
49,match left
50,match right
51,match left
52,match left
53,mismatch right
54,mismatch right
55,match right
56,match left
57,match right
58,mismatch right
59,match left
