,0
0,Peter has nineteen red spoons_1.mp4
1,Allen gives seven green flowers_1.mp4
2,William ordered sixty cheap toys_1.mp4
3,Peter ordered sixty white desks_1.mp4
4,Kathy wants sixty old toys_1.mp4
5,Lucy prefers twelve large sofas_1.mp4
6,Rachel got eight small houses_1.mp4
7,Thomas sees fifteen cheap windows_1.mp4
8,Doris sold sixty green spoons_1.mp4
9,Kathy gives eight large spoons_1.mp4
10,Peter ordered sixty white desks_1.mp4
11,Thomas kept fifteen dark windows_1.mp4
12,Steven bought nine heavy toys_1.mp4
13,Nina prefers three red spoons_1.mp4
14,Doris got three old toys_1.mp4
15,Steven sees four dark spoons_1.mp4
16,Kathy got three old flowers_1.mp4
17,Thomas has twelve heavy sofas_1.mp4
18,Doris ordered eight cheap rings_1.mp4
19,Peter sees three red flowers_1.mp4
20,Allen bought nineteen pretty sofas_1.mp4
21,Kathy sold twelve green chairs_1.mp4
22,Lucy wants nine large toys_1.mp4
23,Peter prefers two heavy desks_1.mp4
24,Steven sold eight cheap houses_1.mp4
25,Allen sees nine large chairs_1.mp4
26,Thomas wants three old flowers_1.mp4
27,Lucy has nineteen dark desks_1.mp4
28,Allen sees nine large chairs_1.mp4
29,Lucy wants three cheap flowers_1.mp4
30,Allen sold seven old spoons_1.mp4
31,Nina got twelve white toys_1.mp4
32,Peter gives eight red houses_1.mp4
33,Steven got fifteen old chairs_1.mp4
34,Lucy got three green spoons_1.mp4
35,Rachel got three green houses_1.mp4
36,Allen kept eight red toys_1.mp4
37,Peter sold four large flowers_1.mp4
38,Kathy bought nine white rings_1.mp4
39,William prefers two small desks_1.mp4
40,Rachel wants seven large chairs_1.mp4
41,Thomas kept fifteen dark windows_1.mp4
42,Lucy ordered four cheap chairs_1.mp4
43,Thomas prefers nineteen white toys_1.mp4
44,Nina has eight green spoons_1.mp4
45,Steven gives three dark chairs_1.mp4
46,Peter wants three small tables_1.mp4
47,Doris kept nineteen cheap spoons_1.mp4
48,Kathy bought fifteen large toys_1.mp4
49,Nina gives two pretty rings_1.mp4
50,Peter sees sixty large spoons_1.mp4
51,Nina got three old houses_1.mp4
52,Lucy prefers twelve large sofas_1.mp4
53,Allen gives fifteen cheap flowers_1.mp4
54,Lucy sold nine large spoons_1.mp4
55,William gives nine green houses_1.mp4
56,Doris ordered twelve old flowers_1.mp4
57,Lucy has two white desks_1.mp4
58,Steven ordered three large rings_1.mp4
59,Lucy ordered three large tables_1.mp4
