,0,1,2,3,4
0,William,sold,sixty,large,desks
1,Lucy,has,seven,green,toys
2,Doris,got,eight,cheap,houses
3,Rachel,wants,twelve,white,sofas
4,Steven,prefers,two,old,rings
5,Steven,ordered,seven,red,rings
6,Steven,bought,eight,large,tables
7,Peter,got,three,cheap,rings
8,Rachel,kept,sixty,large,desks
9,Nina,got,three,old,spoons
10,Steven,sold,nine,pretty,windows
11,Rachel,kept,sixty,heavy,desks
12,Peter,has,nineteen,large,sofas
13,Nina,has,nine,old,rings
14,Steven,prefers,eight,small,windows
15,Nina,got,eight,heavy,toys
16,Peter,sees,seven,large,desks
17,Rachel,ordered,twelve,cheap,tables
18,Nina,sold,two,small,houses
19,Thomas,sees,eight,green,rings
20,Kathy,wants,eight,dark,flowers
21,Allen,sees,three,small,rings
22,Thomas,sold,nine,large,desks
23,Doris,has,sixty,large,spoons
24,Peter,ordered,fifteen,green,tables
25,Doris,has,twelve,heavy,tables
26,Steven,ordered,two,dark,spoons
27,Peter,bought,fifteen,large,spoons
28,Allen,bought,seven,white,houses
29,Steven,sees,nineteen,dark,sofas
30,William,bought,four,red,tables
31,Lucy,got,eight,green,spoons
32,Steven,sees,nineteen,dark,windows
33,Allen,wants,two,white,flowers
34,William,prefers,sixty,small,sofas
35,Steven,kept,three,green,chairs
36,Rachel,bought,eight,green,houses
37,William,gives,nine,green,houses
38,Lucy,gives,fifteen,white,sofas
39,Allen,bought,nineteen,green,chairs
40,Peter,got,twelve,large,windows
41,Kathy,wants,fifteen,green,desks
42,Doris,got,nine,old,windows
43,Peter,has,fifteen,cheap,
44,Thomas,ordered,nine,large,desks
45,Lucy,got,four,heavy,toys
46,Rachel,kept,seven,small,rings
47,Steven,bought,nine,large,spoons
48,Peter,kept,sixty,large,spoons
49,Doris,bought,eight,cheap,houses
50,Nina,wants,two,old,chairs
51,Steven,ordered,twelve,large,sofas
52,William,sees,three,cheap,windows
53,Steven,sees,twelve,small,desks
54,Rachel,prefers,fifteen,large,houses
55,Nina,prefers,four,red,windows
56,William,ordered,sixty,green,toys
57,Steven,gives,nine,white,desks
58,Peter,prefers,four,large,houses
59,Allen,sees,fifteen,heavy,tables
