,0
0,Nina wants three heavy flowers_1.mp4
1,Peter prefers four large rings_1.mp4
2,Allen gives fifteen old desks_1.mp4
3,William has sixty white chairs_1.mp4
4,Steven sold nine green sofas_1.mp4
5,Lucy got three green spoons_1.mp4
6,Allen bought seven pretty tables_1.mp4
7,Peter prefers nineteen dark tables_1.mp4
8,Steven sees nineteen dark sofas_1.mp4
9,Thomas prefers nineteen white spoons_1.mp4
10,Lucy got four heavy toys_1.mp4
11,Doris kept twelve small houses_1.mp4
12,Rachel wants seven large chairs_1.mp4
13,Doris got fifteen cheap desks_1.mp4
14,Lucy sees eight pretty sofas_1.mp4
15,Lucy got four heavy toys_1.mp4
16,Nina wants two small chairs_1.mp4
17,Thomas has sixty dark houses_1.mp4
18,Peter sold fifteen cheap chairs_1.mp4
19,Doris has four old sofas_1.mp4
20,William bought two heavy windows_1.mp4
21,Rachel prefers twelve red desks_1.mp4
22,Steven kept nine small spoons_1.mp4
23,Peter wants twelve small tables_1.mp4
24,Allen bought nineteen pretty sofas_1.mp4
25,Peter gives sixty large tables_1.mp4
26,William sold three old windows_1.mp4
27,Doris has three red toys_1.mp4
28,Steven ordered seven small chairs_1.mp4
29,Allen got three green chairs_1.mp4
30,Peter gives twelve old toys_1.mp4
31,Kathy gives seven old desks_1.mp4
32,Thomas has sixty dark houses_1.mp4
33,Peter bought fifteen green rings_1.mp4
34,Steven got nine large windows_1.mp4
35,Nina wants two small chairs_1.mp4
36,Steven kept three old rings_1.mp4
37,William bought two heavy windows_1.mp4
38,Doris sees twelve red toys_1.mp4
39,Lucy gives eight small houses_1.mp4
40,Peter got nine green sofas_1.mp4
41,Kathy sees seven heavy houses_1.mp4
42,William prefers sixty small sofas_1.mp4
43,Steven got seven green flowers_1.mp4
44,Kathy has fifteen heavy desks_1.mp4
45,Peter kept three large chairs_1.mp4
46,Peter got seven white windows_1.mp4
47,Kathy bought three small toys_1.mp4
