,0
0,Allen sees three red toys_1.mp4
1,Nina sold three green spoons_1.mp4
2,Peter sold four small desks_1.mp4
3,William wants three large spoons_1.mp4
4,Kathy prefers two dark flowers_1.mp4
5,William has three small sofas_1.mp4
6,Nina sold nineteen cheap desks_1.mp4
7,William has seven cheap sofas_1.mp4
8,Steven kept nineteen heavy windows_1.mp4
9,Steven gives four dark desks_1.mp4
10,Peter kept four dark desks_1.mp4
11,William got three cheap flowers_1.mp4
12,Nina sees seven small sofas_1.mp4
13,Lucy prefers three large houses_1.mp4
14,Peter got three white windows_1.mp4
15,Nina sold nineteen cheap desks_1.mp4
16,Thomas sold sixty white flowers_1.mp4
17,Kathy sold three dark rings_1.mp4
18,Kathy ordered four cheap spoons_1.mp4
19,Allen ordered fifteen white chairs_1.mp4
20,Kathy got two white rings_1.mp4
21,Peter got three white windows_1.mp4
22,Kathy sold three dark rings_1.mp4
23,Thomas wants three small rings_1.mp4
24,William got twelve heavy tables_1.mp4
25,Rachel kept eight large chairs_1.mp4
26,Doris ordered two old toys_1.mp4
27,William got nineteen dark chairs_1.mp4
28,Rachel sees three pretty rings_1.mp4
29,William got twelve large desks_1.mp4
30,Rachel sold three pretty rings_1.mp4
31,Allen wants four large spoons_1.mp4
32,Kathy kept seven heavy flowers_1.mp4
33,Peter got twelve large chairs_1.mp4
34,Peter sees two old spoons_1.mp4
35,Rachel sees four old houses_1.mp4
36,Kathy got twelve white windows_1.mp4
37,Peter sold three large sofas_1.mp4
38,Steven bought seven large flowers_1.mp4
39,Steven kept four large tables_1.mp4
40,Allen has fifteen small houses_1.mp4
41,Peter gives two old flowers_1.mp4
42,Rachel sold seven green desks_1.mp4
43,Peter sold four small desks_1.mp4
44,Steven wants fifteen large flowers_1.mp4
45,Thomas ordered eight old tables_1.mp4
46,Doris wants three pretty desks_1.mp4
47,Kathy sold three dark rings_1.mp4
