,0
0,match right
1,mismatch left
2,mismatch left
3,mismatch left
4,match right
5,mismatch right
6,match right
7,mismatch right
8,mismatch left
9,mismatch right
10,mismatch right
11,match right
12,match right
13,match left
14,match left
15,mismatch right
16,match right
17,mismatch right
18,match left
19,match left
20,match left
21,match right
22,mismatch left
23,match right
24,mismatch right
25,mismatch right
26,match left
27,mismatch left
28,match right
29,mismatch left
30,match left
31,mismatch right
32,match left
33,match left
34,mismatch left
35,match right
36,match left
37,mismatch right
38,mismatch right
39,match left
40,match right
41,mismatch left
42,mismatch right
43,match left
44,mismatch left
45,mismatch left
46,match right
47,mismatch left
