,0
0,match left
1,mismatch right
2,mismatch right
3,match left
4,match right
5,match left
6,mismatch right
7,mismatch right
8,mismatch left
9,match right
10,match left
11,match left
12,mismatch right
13,match left
14,mismatch left
15,mismatch left
16,match left
17,match right
18,mismatch right
19,match right
20,match right
21,mismatch right
22,mismatch left
23,mismatch right
24,match right
25,mismatch right
26,mismatch left
27,mismatch left
28,match left
29,match left
30,match right
31,mismatch left
32,mismatch left
33,match left
34,match right
35,mismatch right
36,mismatch right
37,match right
38,mismatch right
39,mismatch left
40,match right
41,match left
42,match right
43,match right
44,mismatch left
45,mismatch left
46,mismatch left
47,match left
