,0
0,Rachel wants fifteen red windows_1.mp4
1,Thomas sold two old chairs_1.mp4
2,Steven prefers seven pretty sofas_1.mp4
3,Peter bought nineteen cheap houses_1.mp4
4,William bought two green spoons_1.mp4
5,Allen prefers two old desks_1.mp4
6,Thomas has four pretty rings_1.mp4
7,Rachel bought fifteen green houses_1.mp4
8,Steven gives three dark chairs_1.mp4
9,Allen has nineteen large spoons_1.mp4
10,William got three small toys_1.mp4
11,Peter sold four heavy windows_1.mp4
12,Thomas sees eight green rings_1.mp4
13,Kathy wants sixty old toys_1.mp4
14,Kathy wants sixty old toys_1.mp4
15,Nina has eight small windows_1.mp4
16,Thomas prefers nine cheap spoons_1.mp4
17,Allen sold four red flowers_1.mp4
18,Allen prefers four small sofas_1.mp4
19,Nina has sixty green desks_1.mp4
20,William ordered four heavy windows_1.mp4
21,Rachel got three small sofas_1.mp4
22,Lucy got three red desks_1.mp4
23,Lucy prefers twelve large sofas_1.mp4
24,Rachel sold three red windows_1.mp4
25,Nina has two heavy tables_1.mp4
26,Allen wants nineteen white desks_1.mp4
27,Peter ordered twelve large toys_1.mp4
28,Peter has nineteen red spoons_1.mp4
29,Thomas ordered four dark houses_1.mp4
30,Nina gives sixty small desks_1.mp4
31,Lucy sees eight pretty sofas_1.mp4
32,Nina kept four pretty houses_1.mp4
33,Kathy wants eight dark flowers_1.mp4
34,William gives nineteen dark rings_1.mp4
35,Doris ordered twelve old flowers_1.mp4
36,Nina has eight green spoons_1.mp4
37,William gives nine green houses_1.mp4
38,Allen prefers two old desks_1.mp4
39,Steven has four heavy chairs_1.mp4
40,Thomas got three dark windows_1.mp4
41,Thomas prefers fifteen small houses_1.mp4
42,Doris ordered seven red rings_1.mp4
43,Nina wants nine cheap flowers_1.mp4
44,William prefers sixty small sofas_1.mp4
45,Steven sold twelve large desks_1.mp4
46,Steven bought fifteen large spoons_1.mp4
47,Thomas wants four pretty rings_1.mp4
