,0
0,William sees eight large flowers_1.mp4
1,Kathy gives three small desks_1.mp4
2,Nina got twelve white toys_1.mp4
3,Doris has sixty dark spoons_1.mp4
4,Kathy gives nineteen red spoons_1.mp4
5,Thomas has twelve heavy sofas_1.mp4
6,Peter got seven white windows_1.mp4
7,William sees sixty cheap flowers_1.mp4
8,Lucy sold nine large spoons_1.mp4
9,Peter sold four large flowers_1.mp4
10,Lucy wants twelve white tables_1.mp4
11,Allen prefers two old desks_1.mp4
12,Kathy gives nineteen red spoons_1.mp4
13,Doris ordered nineteen white toys_1.mp4
14,Rachel sees three pretty chairs_1.mp4
15,Steven got seven green desks_1.mp4
16,Peter bought nineteen dark rings_1.mp4
17,Lucy gives fifteen white sofas_1.mp4
18,Peter gives twelve small desks_1.mp4
19,Lucy sold fifteen cheap spoons_1.mp4
20,Peter gives eight red houses_1.mp4
21,Allen kept nine large tables_1.mp4
22,Thomas prefers nineteen white toys_1.mp4
23,Steven got fifteen old chairs_1.mp4
24,Peter kept sixty pretty toys_1.mp4
25,Thomas sees seven green houses_1.mp4
26,Doris ordered eight cheap rings_1.mp4
27,Doris ordered three red chairs_1.mp4
28,Steven got seven green chairs_1.mp4
29,William sold three old windows_1.mp4
30,Thomas wants three cheap spoons_1.mp4
31,Allen kept twelve white tables_1.mp4
32,Kathy bought fifteen large toys_1.mp4
33,Kathy prefers sixty cheap desks_1.mp4
34,Kathy wants fifteen cheap desks_1.mp4
35,Peter got four pretty houses_1.mp4
36,Allen sold nine heavy tables_1.mp4
37,Thomas bought three red windows_1.mp4
38,Peter sees sixty large spoons_1.mp4
39,Rachel wants twelve white sofas_1.mp4
40,Doris bought eight cheap houses_1.mp4
41,Kathy gives nine green rings_1.mp4
42,Rachel got nineteen white spoons_1.mp4
43,William has nine small flowers_1.mp4
44,Kathy sees four old toys_1.mp4
45,Thomas prefers nine white tables_1.mp4
46,Lucy kept two green chairs_1.mp4
47,Doris got three old toys_1.mp4
