,0
0,match left
1,match right
2,match left
3,match right
4,mismatch left
5,mismatch left
6,mismatch right
7,match right
8,mismatch left
9,match right
10,match left
11,mismatch right
12,mismatch left
13,mismatch right
14,match right
15,match right
16,mismatch left
17,mismatch right
18,match left
19,match left
20,mismatch right
21,match right
22,mismatch right
23,match right
24,mismatch right
25,match left
26,match right
27,match right
28,match left
29,match left
30,mismatch left
31,match left
32,mismatch right
33,mismatch left
34,match left
35,match right
36,match right
37,mismatch left
38,mismatch left
39,mismatch left
40,match right
41,match left
42,mismatch right
43,match left
44,mismatch left
45,mismatch left
46,mismatch right
47,mismatch right
48,mismatch right
49,mismatch right
50,match right
51,mismatch right
52,match left
53,mismatch right
54,match left
55,mismatch left
56,mismatch left
57,mismatch left
58,match right
59,match left
