,0
0,Nina ordered nine heavy tables_1.mp4
1,Lucy wants fifteen small sofas_1.mp4
2,Peter has nineteen white windows_1.mp4
3,William sold two heavy rings_1.mp4
4,Nina prefers three red spoons_1.mp4
5,Doris has seven green tables_1.mp4
6,William prefers three large desks_1.mp4
7,Lucy wants twelve white tables_1.mp4
8,Kathy bought fifteen large toys_1.mp4
9,Thomas sold nine large desks_1.mp4
10,William got three dark houses_1.mp4
11,William sold three old windows_1.mp4
12,Thomas ordered nine heavy sofas_1.mp4
13,Allen got three cheap chairs_1.mp4
14,Peter sold sixty white desks_1.mp4
15,Doris kept twelve small houses_1.mp4
16,Thomas bought sixty white spoons_1.mp4
17,Peter sold eight large sofas_1.mp4
18,Peter has twelve old flowers_1.mp4
19,Nina sold fifteen old flowers_1.mp4
20,Doris has seven green tables_1.mp4
21,Thomas got twelve small toys_1.mp4
22,Peter bought three cheap rings_1.mp4
23,Peter prefers two heavy desks_1.mp4
24,Rachel got three small sofas_1.mp4
25,Peter bought sixty pretty desks_1.mp4
26,William kept nine large rings_1.mp4
27,Nina sold twelve old windows_1.mp4
28,Nina sold two heavy desks_1.mp4
29,Kathy gives nineteen red spoons_1.mp4
30,Steven wants three cheap desks_1.mp4
31,Allen bought seven green desks_1.mp4
32,Nina sold four heavy rings_1.mp4
33,Peter has twelve old flowers_1.mp4
34,Steven got nine large windows_1.mp4
35,Nina ordered sixty heavy sofas_1.mp4
36,Nina sold fifteen large desks_1.mp4
37,Steven ordered seven small houses_1.mp4
38,Peter got sixty red spoons_1.mp4
39,Rachel bought eight dark windows_1.mp4
40,Lucy has four white chairs_1.mp4
41,Allen sold nine heavy tables_1.mp4
42,Peter has seven large rings_1.mp4
43,Thomas got three dark windows_1.mp4
44,Steven ordered sixty pretty desks_1.mp4
45,Thomas gives three small houses_1.mp4
46,Lucy prefers four large flowers_1.mp4
47,Rachel kept seven small rings_1.mp4
48,Nina sold two heavy desks_1.mp4
49,Steven ordered twelve dark sofas_1.mp4
50,Thomas prefers nine cheap spoons_1.mp4
51,Thomas prefers nine cheap spoons_1.mp4
52,Lucy got four pretty sofas_1.mp4
53,Kathy prefers seven green rings_1.mp4
54,Thomas kept two small spoons_1.mp4
55,Allen sees twelve large chairs_1.mp4
56,Peter sold two large flowers_1.mp4
57,Peter kept sixty pretty toys_1.mp4
58,Doris prefers three large desks_1.mp4
59,William gives nineteen dark rings_1.mp4
