,Column1,Column2,Column3,Column4,Column5
0,Nina,ordered,nine,heavy,tables
1,Lucy,wants,fifteen,small,sofas
2,Thomas,has,three,white,desks
3,William,sold,two,heavy,rings
4,Allen,bought,nineteen,pretty,sofas
5,Doris,has,seven,green,tables
6,William,prefers,three,large,desks
7,Lucy,wants,twelve,white,tables
8,Steven,kept,three,green,chairs
9,Thomas,sold,nine,large,desks
10,William,got,three,dark,houses
11,Nina,sees,nineteen,old,chairs
12,Thomas,gives,three,white,windows
13,Kathy,wants,fifteen,green,tables
14,Peter,sold,sixty,white,desks
15,Doris,kept,twelve,small,houses
16,Thomas,bought,sixty,white,spoons
17,Peter,sold,eight,large,sofas
18,Peter,has,twelve,old,flowers
19,Allen,sees,nine,large,chairs
20,Lucy,gives,eight,white,desks
21,Thomas,got,twelve,small,toys
22,Kathy,wants,two,pretty,sofas
23,Peter,prefers,two,heavy,desks
24,Rachel,got,three,small,sofas
25,Peter,bought,sixty,pretty,desks
26,Lucy,ordered,four,cheap,chairs
27,Nina,sold,twelve,old,windows
28,Rachel,got,three,small,sofas
29,Doris,sees,twelve,large,desks
30,Steven,wants,three,cheap,desks
31,Allen,bought,seven,green,desks
32,Nina,sold,four,heavy,rings
33,Peter,has,twelve,old,flowers
34,William,wants,sixty,pretty,chairs
35,Nina,ordered,sixty,heavy,sofas
36,Doris,ordered,twelve,old,flowers
37,Steven,ordered,seven,small,houses
38,Thomas,ordered,nine,heavy,sofas
39,Steven,sold,twelve,large,desks
40,Lucy,has,four,white,chairs
41,Allen,sold,nine,heavy,tables
42,Nina,ordered,three,heavy,windows
43,Allen,sees,four,dark,toys
44,Steven,ordered,sixty,pretty,desks
45,Thomas,gives,three,small,houses
46,Lucy,prefers,four,large,flowers
47,Doris,sees,twelve,red,toys
48,Peter,got,sixty,small,chairs
49,Kathy,bought,three,red,toys
50,Thomas,prefers,nine,cheap,spoons
51,Doris,has,seven,green,tables
52,Lucy,got,four,pretty,sofas
53,Steven,gives,fifteen,white,toys
54,Thomas,kept,two,small,spoons
55,Rachel,bought,eight,dark,windows
56,Peter,sold,two,large,flowers
57,Nina,sold,two,small,houses
58,Rachel,got,four,heavy,spoons
59,William,gives,nineteen,dark,rings
