,0,1,2,3,4
0,Peter,wants,nine,large,toys
1,Thomas,has,four,old,sofas
2,Rachel,got,eight,small,houses
3,Allen,gives,fifteen,cheap,flowers
4,Steven,sold,three,large,desks
5,Nina,kept,twelve,pretty,tables
6,Peter,wants,eight,green,sofas
7,Kathy,gives,three,small,desks
8,Rachel,prefers,fifteen,large,houses
9,Lucy,wants,fifteen,large,sofas
10,Peter,got,twelve,large,toys
11,Allen,bought,nineteen,pretty,sofas
12,Rachel,wants,fifteen,large,windows
13,Kathy,sold,eight,green,spoons
14,Steven,prefers,two,old,rings
15,Lucy,ordered,two,green,chairs
16,William,sees,eight,large,flowers
17,Thomas,got,four,small,sofas
18,Allen,has,nineteen,large,flowers
19,Nina,has,four,large,windows
20,Peter,ordered,sixty,white,desks
21,Doris,has,eight,small,toys
22,Rachel,wants,seven,large,desks
23,Lucy,got,eight,red,flowers
24,Steven,ordered,twelve,dark,sofas
25,Nina,wants,three,heavy,windows
26,Lucy,has,two,small,flowers
27,Kathy,kept,seven,green,flowers
28,Steven,sold,three,red,desks
29,William,has,sixty,white,chairs
30,Rachel,prefers,two,old,toys
31,Rachel,kept,sixty,large,desks
32,Doris,sold,nine,pretty,houses
33,Peter,gives,two,old,toys
34,Allen,has,nineteen,large,spoons
35,Thomas,sold,seven,old,desks
36,Thomas,sold,two,old,windows
37,Lucy,gives,nineteen,pretty,desks
38,Rachel,wants,twelve,white,flowers
39,Kathy,kept,four,cheap,toys
40,Steven,sold,twelve,white,desks
41,Thomas,ordered,nine,dark,flowers
42,Allen,wants,two,white,flowers
43,Thomas,prefers,nine,cheap,spoons
44,Lucy,bought,twelve,green,desks
45,Rachel,kept,four,large,sofas
46,Peter,got,nineteen,heavy,windows
47,Kathy,wants,two,cheap,houses
48,Rachel,sees,three,large,spoons
49,Thomas,ordered,nine,pretty,sofas
50,Doris,got,fifteen,cheap,desks
51,Steven,ordered,four,heavy,spoons
52,Doris,got,seven,old,windows
53,Peter,has,fifteen,white,windows
54,Lucy,wants,fifteen,cheap,desks
55,Thomas,got,sixty,cheap,desks
56,William,gives,nine,green,houses
57,Thomas,gives,three,small,houses
58,Peter,gives,sixty,large,tables
59,Nina,wants,three,heavy,flowers
