,0
0,mismatch left
1,match left
2,mismatch left
3,mismatch right
4,match right
5,match left
6,mismatch left
7,match right
8,mismatch right
9,mismatch left
10,mismatch right
11,mismatch right
12,mismatch left
13,mismatch right
14,match right
15,match left
16,match right
17,match right
18,mismatch right
19,match right
20,mismatch left
21,match right
22,match left
23,match left
24,match left
25,mismatch left
26,mismatch right
27,match left
28,mismatch left
29,match right
30,match left
31,mismatch left
32,mismatch left
33,mismatch left
34,match left
35,match right
36,match left
37,mismatch right
38,match right
39,mismatch right
40,match left
41,mismatch right
42,match right
43,mismatch left
44,mismatch right
45,mismatch right
46,match right
47,match left
