,0
0,Kathy ordered seven cheap houses_1.mp4
1,Peter got twelve large chairs_1.mp4
2,Steven prefers eight red chairs_1.mp4
3,Peter kept eight old houses_1.mp4
4,Kathy got seven dark desks_1.mp4
5,Lucy ordered fifteen cheap toys_1.mp4
6,Allen got nine old sofas_1.mp4
7,Nina prefers fifteen large rings_1.mp4
8,William sees three white houses_1.mp4
9,Lucy wants two red sofas_1.mp4
10,Thomas bought nine dark toys_1.mp4
11,Peter ordered nineteen green desks_1.mp4
12,Rachel prefers four white toys_1.mp4
13,Kathy sold four large toys_1.mp4
14,Nina prefers nineteen small houses_1.mp4
15,Doris gives three pretty windows_1.mp4
16,William bought sixty red desks_1.mp4
17,Doris got seven red houses_1.mp4
18,Allen kept seven heavy spoons_1.mp4
19,Nina sold nineteen cheap desks_1.mp4
20,William got nine red windows_1.mp4
21,William gives nine cheap flowers_1.mp4
22,Nina bought two large tables_1.mp4
23,Lucy gives fifteen green flowers_1.mp4
24,Nina wants two green desks_1.mp4
25,Peter sold eight old spoons_1.mp4
26,Lucy sees fifteen green desks_1.mp4
27,William got twelve large spoons_1.mp4
28,Doris kept sixty dark rings_1.mp4
29,Allen sees fifteen green windows_1.mp4
30,Peter ordered nineteen large rings_1.mp4
31,Peter kept four dark desks_1.mp4
32,Steven sees three red desks_1.mp4
33,Rachel has twelve red sofas_1.mp4
34,Kathy bought sixty large houses_1.mp4
35,Lucy got eight heavy toys_1.mp4
36,Allen sees four cheap tables_1.mp4
37,Thomas gives nineteen small chairs_1.mp4
38,Peter gives four cheap tables_1.mp4
39,Allen sees four cheap tables_1.mp4
40,Lucy gives seven green sofas_1.mp4
41,Thomas prefers fifteen pretty rings_1.mp4
42,Peter bought sixty heavy chairs_1.mp4
43,William has seven cheap sofas_1.mp4
44,Peter wants nine green flowers_1.mp4
45,Lucy got three dark spoons_1.mp4
46,Doris gives seven pretty toys_1.mp4
47,Allen kept nineteen small rings_1.mp4
